SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
164869,9606.ENSP00000269305 (pp) 9606.ENSP00000348455,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000348455,False,pp,0.59,,0.0,0.0,0.0,0.0,0.0,0.0,0.59
164875,9606.ENSP00000269305 (pp) 9606.ENSP00000418525,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000418525,False,pp,0.596,,0.0,0.0,0.0,0.0,0.0,0.0,0.596
164878,9606.ENSP00000269305 (pp) 9606.ENSP00000332296,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000332296,False,pp,0.612,,0.0,0.0,0.0,0.0,0.0,0.0,0.612
164884,9606.ENSP00000269305 (pp) 9606.ENSP00000314946,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000314946,False,pp,0.617,,0.0,0.0,0.0,0.0,0.0,0.0,0.617
164890,9606.ENSP00000269305 (pp) 9606.ENSP00000330341,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000330341,False,pp,0.638,,0.0,0.0,0.0,0.0,0.0,0.0,0.638
164893,9606.ENSP00000269305 (pp) 9606.ENSP00000297261,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000297261,False,pp,0.645,,0.0,0.0,0.0,0.0,0.0,0.0,0.645
164899,9606.ENSP00000269305 (pp) 9606.ENSP00000410294,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000410294,False,pp,0.662,,0.0,0.0,0.0,0.046,0.0,0.0,0.661
164896,9606.ENSP00000269305 (pp) 9606.ENSP00000384092,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000384092,False,pp,0.659,,0.0,0.0,0.0,0.0,0.0,0.0,0.659
164902,9606.ENSP00000269305 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000346839,False,pp,0.665,,0.0,0.0,0.0,0.0,0.0,0.0,0.665
164905,9606.ENSP00000269305 (pp) 9606.ENSP00000376637,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000376637,False,pp,0.72,,0.0,0.0,0.0,0.0,0.0,0.0,0.72
164911,9606.ENSP00000269305 (pp) 9606.ENSP00000385636,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000385636,False,pp,0.734,,0.0,0.0,0.0,0.054,0.687,0.0,0.175
164914,9606.ENSP00000269305 (pp) 9606.ENSP00000391826,pp,9606.ENSP00000269305 (pp) 9606.ENSP00000391826,False,pp,0.745,,0.0,0.0,0.0,0.042,0.0,0.0,0.745
