SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
202754,9606.ENSP00000346196 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000500990,False,pp,0.65,,0.0,0.0,0.0,0.0,0.0,0.65,0.0
202241,9606.ENSP00000184266 (pp) 9606.ENSP00000389160,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000389160,False,pp,0.999,,0.0,0.0,0.0,0.585,0.999,0.944,0.641
202247,9606.ENSP00000184266 (pp) 9606.ENSP00000301457,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000301457,False,pp,0.999,,0.0,0.0,0.0,0.673,0.934,0.967,0.927
202757,9606.ENSP00000346196 (pp) 9606.ENSP00000478766,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000478766,False,pp,0.881,,0.0,0.0,0.0,0.137,0.418,0.744,0.183
202763,9606.ENSP00000346196 (pp) 9606.ENSP00000355206,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000355206,False,pp,0.997,,0.0,0.0,0.0,0.0,0.894,0.967,0.282
202760,9606.ENSP00000346196 (pp) 9606.ENSP00000467262,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000467262,False,pp,0.945,,0.0,0.0,0.0,0.618,0.812,0.0,0.294
202766,9606.ENSP00000346196 (pp) 9606.ENSP00000483888,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000483888,False,pp,0.997,,0.0,0.0,0.0,0.179,0.94,0.9,0.541
202253,9606.ENSP00000184266 (pp) 9606.ENSP00000483888,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000483888,False,pp,0.999,,0.0,0.0,0.0,0.732,0.913,0.9,0.845
202259,9606.ENSP00000184266 (pp) 9606.ENSP00000369176,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000369176,False,pp,0.999,,0.0,0.0,0.0,0.919,0.894,0.967,0.889
202769,9606.ENSP00000346196 (pp) 9606.ENSP00000419087,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000419087,False,pp,0.998,,0.0,0.0,0.0,0.206,0.897,0.967,0.384
202775,9606.ENSP00000346196 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000458770,False,pp,0.999,,0.0,0.0,0.0,0.124,0.992,0.967,0.536
202772,9606.ENSP00000346196 (pp) 9606.ENSP00000441126,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000441126,False,pp,0.999,,0.0,0.0,0.0,0.589,0.825,0.967,0.846
202778,9606.ENSP00000346196 (pp) 9606.ENSP00000369176,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000369176,False,pp,0.999,,0.0,0.0,0.0,0.219,0.946,0.967,0.552
202265,9606.ENSP00000184266 (pp) 9606.ENSP00000346196,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000346196,False,pp,0.999,,0.0,0.0,0.0,0.173,0.943,0.967,0.599
202271,9606.ENSP00000215375 (pp) 9606.ENSP00000346196,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000346196,False,pp,0.538,,0.0,0.0,0.0,0.259,0.095,0.0,0.366
202781,9606.ENSP00000346196 (pp) 9606.ENSP00000418438,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000418438,False,pp,0.999,,0.0,0.0,0.0,0.629,0.938,0.967,0.59
202268,9606.ENSP00000215375 (pp) 9606.ENSP00000355206,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000355206,False,pp,0.531,,0.231,0.0,0.0,0.068,0.0,0.0,0.398
202787,9606.ENSP00000346839 (pp) 9606.ENSP00000426809,pp,9606.ENSP00000346839 (pp) 9606.ENSP00000426809,False,pp,0.712,,0.0,0.0,0.0,0.0,0.0,0.0,0.712
202274,9606.ENSP00000215375 (pp) 9606.ENSP00000478766,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000478766,False,pp,0.578,,0.0,0.0,0.0,0.554,0.085,0.0,0.05
202784,9606.ENSP00000346196 (pp) 9606.ENSP00000389160,pp,9606.ENSP00000346196 (pp) 9606.ENSP00000389160,False,pp,0.999,,0.0,0.0,0.0,0.402,0.998,0.944,0.476
202277,9606.ENSP00000215375 (pp) 9606.ENSP00000418438,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000418438,False,pp,0.755,,0.0,0.0,0.0,0.541,0.0,0.0,0.488
202283,9606.ENSP00000215375 (pp) 9606.ENSP00000389160,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000389160,False,pp,0.772,,0.0,0.0,0.0,0.676,0.0,0.0,0.326
202280,9606.ENSP00000215375 (pp) 9606.ENSP00000281031,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000281031,False,pp,0.755,,0.0,0.0,0.0,0.635,0.085,0.0,0.327
202799,9606.ENSP00000349486 (pp) 9606.ENSP00000368166,pp,9606.ENSP00000349486 (pp) 9606.ENSP00000368166,False,pp,0.818,,0.0,0.0,0.0,0.231,0.05,0.0,0.77
202286,9606.ENSP00000215375 (pp) 9606.ENSP00000369176,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000369176,False,pp,0.887,,0.0,0.0,0.0,0.847,0.151,0.0,0.203
202796,9606.ENSP00000349486 (pp) 9606.ENSP00000420525,pp,9606.ENSP00000349486 (pp) 9606.ENSP00000420525,False,pp,0.554,,0.0,0.0,0.0,0.057,0.046,0.102,0.513
202289,9606.ENSP00000215375 (pp) 9606.ENSP00000259037,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000259037,False,pp,0.901,,0.0,0.0,0.0,0.831,0.217,0.0,0.314
202295,9606.ENSP00000215375 (pp) 9606.ENSP00000467262,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000467262,False,pp,0.922,,0.0,0.0,0.0,0.838,0.0,0.0,0.541
202292,9606.ENSP00000215375 (pp) 9606.ENSP00000301457,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000301457,False,pp,0.903,,0.0,0.0,0.0,0.839,0.097,0.0,0.387
202811,9606.ENSP00000355206 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000355206 (pp) 9606.ENSP00000500990,False,pp,0.676,,0.0,0.0,0.0,0.0,0.0,0.65,0.112
202298,9606.ENSP00000215375 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000458770,False,pp,0.924,,0.057,0.0,0.0,0.835,0.0,0.0,0.554
202808,9606.ENSP00000352167 (pp) 9606.ENSP00000411124,pp,9606.ENSP00000352167 (pp) 9606.ENSP00000411124,False,pp,0.618,,0.0,0.0,0.0,0.049,0.0,0.0,0.614
202814,9606.ENSP00000355206 (pp) 9606.ENSP00000467262,pp,9606.ENSP00000355206 (pp) 9606.ENSP00000467262,False,pp,0.85,,0.0,0.0,0.0,0.0,0.83,0.0,0.156
202301,9606.ENSP00000215375 (pp) 9606.ENSP00000258424,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000258424,False,pp,0.975,,0.0,0.0,0.0,0.929,0.091,0.0,0.647
202817,9606.ENSP00000355206 (pp) 9606.ENSP00000478766,pp,9606.ENSP00000355206 (pp) 9606.ENSP00000478766,False,pp,0.852,,0.0,0.0,0.0,0.0,0.418,0.744,0.09
202304,9606.ENSP00000215375 (pp) 9606.ENSP00000317780,pp,9606.ENSP00000215375 (pp) 9606.ENSP00000317780,False,pp,0.98,,0.0,0.0,0.0,0.929,0.246,0.0,0.663
