SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
183297,9606.ENSP00000266085 (pp) 9606.ENSP00000379140,pp,9606.ENSP00000266085 (pp) 9606.ENSP00000379140,False,pp,0.606,,0.0,0.0,0.0,0.174,0.0,0.0,0.543
183303,9606.ENSP00000266085 (pp) 9606.ENSP00000297268,pp,9606.ENSP00000266085 (pp) 9606.ENSP00000297268,False,pp,0.662,,0.0,0.0,0.0,0.262,0.0,0.0,0.561
183300,9606.ENSP00000266085 (pp) 9606.ENSP00000284984,pp,9606.ENSP00000266085 (pp) 9606.ENSP00000284984,False,pp,0.626,,0.0,0.0,0.0,0.117,0.0,0.0,0.594
183306,9606.ENSP00000266085 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000266085 (pp) 9606.ENSP00000346839,False,pp,0.751,,0.0,0.0,0.0,0.333,0.16,0.0,0.592
183309,9606.ENSP00000266085 (pp) 9606.ENSP00000360973,pp,9606.ENSP00000266085 (pp) 9606.ENSP00000360973,False,pp,0.852,,0.0,0.0,0.0,0.0,0.292,0.0,0.8
183315,9606.ENSP00000266718 (pp) 9606.ENSP00000391826,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000391826,False,pp,0.555,,0.0,0.0,0.0,0.17,0.0,0.0,0.486
183312,9606.ENSP00000266718 (pp) 9606.ENSP00000379140,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000379140,False,pp,0.517,,0.0,0.0,0.0,0.348,0.0,0.0,0.29
183318,9606.ENSP00000266718 (pp) 9606.ENSP00000416330,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000416330,False,pp,0.574,,0.0,0.0,0.0,0.266,0.045,0.0,0.44
183321,9606.ENSP00000266718 (pp) 9606.ENSP00000364140,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000364140,False,pp,0.594,,0.0,0.0,0.0,0.343,0.05,0.0,0.402
183324,9606.ENSP00000266718 (pp) 9606.ENSP00000398632,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000398632,False,pp,0.624,,0.0,0.0,0.0,0.076,0.0,0.0,0.61
183330,9606.ENSP00000266718 (pp) 9606.ENSP00000274341,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000274341,False,pp,0.638,,0.0,0.0,0.0,0.12,0.099,0.0,0.581
183333,9606.ENSP00000266718 (pp) 9606.ENSP00000379350,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000379350,False,pp,0.695,,0.0,0.0,0.0,0.126,0.057,0.5,0.348
183339,9606.ENSP00000266718 (pp) 9606.ENSP00000297848,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000297848,False,pp,0.726,,0.0,0.0,0.0,0.266,0.091,0.0,0.623
183336,9606.ENSP00000266718 (pp) 9606.ENSP00000351807,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000351807,False,pp,0.723,,0.0,0.0,0.0,0.126,0.0,0.0,0.696
183342,9606.ENSP00000266718 (pp) 9606.ENSP00000355896,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000355896,False,pp,0.808,,0.0,0.0,0.0,0.085,0.0,0.5,0.616
183345,9606.ENSP00000266718 (pp) 9606.ENSP00000355751,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000355751,False,pp,0.826,,0.0,0.0,0.0,0.43,0.099,0.0,0.69
183351,9606.ENSP00000266718 (pp) 9606.ENSP00000327336,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000327336,False,pp,0.918,,0.0,0.0,0.176,0.361,0.0,0.0,0.858
183348,9606.ENSP00000266718 (pp) 9606.ENSP00000295550,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000295550,False,pp,0.853,,0.0,0.0,0.0,0.471,0.094,0.0,0.719
183354,9606.ENSP00000266718 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000346839,False,pp,0.962,,0.0,0.0,0.0,0.472,0.0,0.0,0.931
183357,9606.ENSP00000266718 (pp) 9606.ENSP00000304408,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000304408,False,pp,0.986,,0.0,0.0,0.0,0.82,0.094,0.72,0.739
183360,9606.ENSP00000266718 (pp) 9606.ENSP00000297268,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000297268,False,pp,0.999,,0.0,0.0,0.0,0.964,0.098,0.9,0.817
