SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
174082,9606.ENSP00000327368 (pp) 9606.ENSP00000331902,pp,9606.ENSP00000327368 (pp) 9606.ENSP00000331902,False,pp,0.591,,0.0,0.0,0.095,0.042,0.0,0.54,0.096
173056,9606.ENSP00000222573 (pp) 9606.ENSP00000355751,pp,9606.ENSP00000222573 (pp) 9606.ENSP00000355751,False,pp,0.74,,0.0,0.0,0.0,0.049,0.067,0.65,0.263
173062,9606.ENSP00000222573 (pp) 9606.ENSP00000225964,pp,9606.ENSP00000222573 (pp) 9606.ENSP00000225964,False,pp,0.832,,0.0,0.0,0.0,0.0,0.045,0.65,0.537
174085,9606.ENSP00000327368 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000327368 (pp) 9606.ENSP00000346839,False,pp,0.602,,0.0,0.0,0.0,0.072,0.05,0.0,0.584
174091,9606.ENSP00000327368 (pp) 9606.ENSP00000369889,pp,9606.ENSP00000327368 (pp) 9606.ENSP00000369889,False,pp,0.664,,0.0,0.0,0.15,0.067,0.0,0.4,0.377
174088,9606.ENSP00000327368 (pp) 9606.ENSP00000364140,pp,9606.ENSP00000327368 (pp) 9606.ENSP00000364140,False,pp,0.638,,0.0,0.0,0.116,0.088,0.0,0.4,0.341
174094,9606.ENSP00000327368 (pp) 9606.ENSP00000364000,pp,9606.ENSP00000327368 (pp) 9606.ENSP00000364000,False,pp,0.753,,0.0,0.0,0.156,0.213,0.0,0.4,0.454
173068,9606.ENSP00000222573 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000222573 (pp) 9606.ENSP00000346839,False,pp,0.93,,0.0,0.0,0.0,0.0,0.0,0.9,0.332
174097,9606.ENSP00000327368 (pp) 9606.ENSP00000360493,pp,9606.ENSP00000327368 (pp) 9606.ENSP00000360493,False,pp,0.875,,0.0,0.0,0.0,0.103,0.0,0.0,0.866
174103,9606.ENSP00000328547 (pp) 9606.ENSP00000340292,pp,9606.ENSP00000328547 (pp) 9606.ENSP00000340292,False,pp,0.529,,0.0,0.0,0.0,0.211,0.107,0.0,0.386
174100,9606.ENSP00000327368 (pp) 9606.ENSP00000359114,pp,9606.ENSP00000327368 (pp) 9606.ENSP00000359114,False,pp,0.877,,0.0,0.0,0.091,0.623,0.0,0.4,0.472
173077,9606.ENSP00000224356 (pp) 9606.ENSP00000356357,pp,9606.ENSP00000224356 (pp) 9606.ENSP00000356357,False,pp,0.516,,0.0,0.0,0.0,0.0,0.046,0.0,0.513
174106,9606.ENSP00000328547 (pp) 9606.ENSP00000335306,pp,9606.ENSP00000328547 (pp) 9606.ENSP00000335306,False,pp,0.593,,0.0,0.0,0.0,0.257,0.0,0.0,0.475
173083,9606.ENSP00000224356 (pp) 9606.ENSP00000299529,pp,9606.ENSP00000224356 (pp) 9606.ENSP00000299529,False,pp,0.808,,0.0,0.0,0.0,0.089,0.0,0.4,0.678
174109,9606.ENSP00000328547 (pp) 9606.ENSP00000484638,pp,9606.ENSP00000328547 (pp) 9606.ENSP00000484638,False,pp,0.903,,0.0,0.0,0.0,0.0,0.902,0.0,0.048
174115,9606.ENSP00000329170 (pp) 9606.ENSP00000357206,pp,9606.ENSP00000329170 (pp) 9606.ENSP00000357206,False,pp,0.584,,0.0,0.0,0.0,0.072,0.0,0.0,0.571
174112,9606.ENSP00000328547 (pp) 9606.ENSP00000430432,pp,9606.ENSP00000328547 (pp) 9606.ENSP00000430432,False,pp,0.994,,0.0,0.0,0.0,0.089,0.518,0.8,0.946
