SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
194049,9606.ENSP00000302961 (pp) 9606.ENSP00000451291,pp,9606.ENSP00000302961 (pp) 9606.ENSP00000451291,False,pp,0.575,,0.0,0.0,0.0,0.256,0.047,0.0,0.448
194055,9606.ENSP00000302961 (pp) 9606.ENSP00000386559,pp,9606.ENSP00000302961 (pp) 9606.ENSP00000386559,False,pp,0.581,,0.0,0.0,0.0,0.0,0.0,0.0,0.581
194061,9606.ENSP00000302961 (pp) 9606.ENSP00000329858,pp,9606.ENSP00000302961 (pp) 9606.ENSP00000329858,False,pp,0.62,,0.0,0.0,0.0,0.044,0.619,0.0,0.0
194067,9606.ENSP00000302961 (pp) 9606.ENSP00000356919,pp,9606.ENSP00000302961 (pp) 9606.ENSP00000356919,False,pp,0.718,,0.0,0.0,0.0,0.061,0.044,0.0,0.711
194070,9606.ENSP00000302961 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000302961 (pp) 9606.ENSP00000346839,False,pp,0.718,,0.0,0.0,0.0,0.049,0.0,0.0,0.716
193563,9606.ENSP00000200181 (pp) 9606.ENSP00000295550,pp,9606.ENSP00000200181 (pp) 9606.ENSP00000295550,False,pp,0.754,,0.0,0.0,0.0,0.046,0.051,0.65,0.315
194073,9606.ENSP00000302961 (pp) 9606.ENSP00000361423,pp,9606.ENSP00000302961 (pp) 9606.ENSP00000361423,False,pp,0.722,,0.0,0.0,0.0,0.0,0.537,0.0,0.425
194079,9606.ENSP00000302961 (pp) 9606.ENSP00000362680,pp,9606.ENSP00000302961 (pp) 9606.ENSP00000362680,False,pp,0.858,,0.0,0.0,0.0,0.042,0.201,0.0,0.829
194076,9606.ENSP00000302961 (pp) 9606.ENSP00000311430,pp,9606.ENSP00000302961 (pp) 9606.ENSP00000311430,False,pp,0.728,,0.0,0.0,0.0,0.344,0.134,0.0,0.559
194085,9606.ENSP00000302961 (pp) 9606.ENSP00000497594,pp,9606.ENSP00000302961 (pp) 9606.ENSP00000497594,False,pp,0.938,,0.0,0.0,0.0,0.16,0.51,0.0,0.863
194091,9606.ENSP00000306245 (pp) 9606.ENSP00000361423,pp,9606.ENSP00000306245 (pp) 9606.ENSP00000361423,False,pp,0.61,,0.0,0.0,0.0,0.095,0.332,0.0,0.406
194088,9606.ENSP00000306245 (pp) 9606.ENSP00000356919,pp,9606.ENSP00000306245 (pp) 9606.ENSP00000356919,False,pp,0.573,,0.0,0.0,0.0,0.0,0.0,0.0,0.573
194094,9606.ENSP00000306245 (pp) 9606.ENSP00000377969,pp,9606.ENSP00000306245 (pp) 9606.ENSP00000377969,False,pp,0.616,,0.0,0.0,0.0,0.0,0.292,0.0,0.48
194097,9606.ENSP00000306245 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000306245 (pp) 9606.ENSP00000346839,False,pp,0.782,,0.0,0.0,0.0,0.0,0.0,0.0,0.782
193590,9606.ENSP00000200181 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000200181 (pp) 9606.ENSP00000346839,False,pp,0.764,,0.0,0.0,0.0,0.0,0.0,0.65,0.355
194100,9606.ENSP00000306245 (pp) 9606.ENSP00000362680,pp,9606.ENSP00000306245 (pp) 9606.ENSP00000362680,False,pp,0.986,,0.0,0.0,0.0,0.102,0.096,0.9,0.848
193596,9606.ENSP00000200181 (pp) 9606.ENSP00000362680,pp,9606.ENSP00000200181 (pp) 9606.ENSP00000362680,False,pp,0.948,,0.0,0.0,0.0,0.074,0.052,0.9,0.485
194109,9606.ENSP00000307746 (pp) 9606.ENSP00000321951,pp,9606.ENSP00000307746 (pp) 9606.ENSP00000321951,False,pp,0.506,,0.0,0.0,0.0,0.0,0.0,0.0,0.506
194112,9606.ENSP00000311430 (pp) 9606.ENSP00000451291,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000451291,False,pp,0.549,,0.0,0.0,0.0,0.436,0.19,0.0,0.093
194118,9606.ENSP00000311430 (pp) 9606.ENSP00000338057,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000338057,False,pp,0.561,,0.0,0.0,0.0,0.145,0.501,0.0,0.054
193605,9606.ENSP00000215631 (pp) 9606.ENSP00000306245,pp,9606.ENSP00000215631 (pp) 9606.ENSP00000306245,False,pp,0.627,,0.0,0.0,0.0,0.267,0.0,0.0,0.511
193611,9606.ENSP00000215631 (pp) 9606.ENSP00000273153,pp,9606.ENSP00000215631 (pp) 9606.ENSP00000273153,False,pp,0.858,,0.0,0.0,0.0,0.781,0.0,0.0,0.378
194121,9606.ENSP00000311430 (pp) 9606.ENSP00000388806,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000388806,False,pp,0.631,,0.0,0.0,0.0,0.489,0.19,0.0,0.181
194127,9606.ENSP00000311430 (pp) 9606.ENSP00000317376,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000317376,False,pp,0.852,,0.091,0.0,0.0,0.601,0.55,0.0,0.204
194124,9606.ENSP00000311430 (pp) 9606.ENSP00000480514,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000480514,False,pp,0.827,,0.0,0.0,0.0,0.074,0.821,0.0,0.0
194130,9606.ENSP00000311430 (pp) 9606.ENSP00000354580,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000354580,False,pp,0.971,,0.0,0.0,0.0,0.822,0.782,0.0,0.314
193620,9606.ENSP00000216554 (pp) 9606.ENSP00000494697,pp,9606.ENSP00000216554 (pp) 9606.ENSP00000494697,False,pp,0.507,,0.0,0.0,0.0,0.197,0.0,0.0,0.412
194133,9606.ENSP00000311430 (pp) 9606.ENSP00000379339,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000379339,False,pp,0.999,,0.091,0.0,0.0,0.952,0.991,0.0,0.566
193626,9606.ENSP00000216554 (pp) 9606.ENSP00000317376,pp,9606.ENSP00000216554 (pp) 9606.ENSP00000317376,False,pp,0.801,,0.0,0.0,0.0,0.054,0.757,0.0,0.207
