SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
192002,9606.ENSP00000306245 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000306245 (pp) 9606.ENSP00000346839,False,pp,0.782,,0.0,0.0,0.0,0.0,0.0,0.0,0.782
191747,9606.ENSP00000244050 (pp) 9606.ENSP00000362680,pp,9606.ENSP00000244050 (pp) 9606.ENSP00000362680,False,pp,0.612,,0.0,0.0,0.0,0.042,0.0,0.0,0.612
191744,9606.ENSP00000244050 (pp) 9606.ENSP00000361423,pp,9606.ENSP00000244050 (pp) 9606.ENSP00000361423,False,pp,0.609,,0.0,0.0,0.0,0.096,0.0,0.0,0.585
192257,9606.ENSP00000451291 (pp) 9606.ENSP00000463058,pp,9606.ENSP00000451291 (pp) 9606.ENSP00000463058,False,pp,0.861,,0.0,0.0,0.0,0.565,0.292,0.0,0.587
191750,9606.ENSP00000244050 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000244050 (pp) 9606.ENSP00000346839,False,pp,0.815,,0.0,0.0,0.0,0.057,0.143,0.0,0.79
192263,9606.ENSP00000471277 (pp) 9606.ENSP00000493322,pp,9606.ENSP00000471277 (pp) 9606.ENSP00000493322,False,pp,0.635,,0.0,0.0,0.0,0.0,0.0,0.0,0.635
192005,9606.ENSP00000306245 (pp) 9606.ENSP00000362680,pp,9606.ENSP00000306245 (pp) 9606.ENSP00000362680,False,pp,0.986,,0.0,0.0,0.0,0.102,0.096,0.9,0.848
192266,9606.ENSP00000480514 (pp) 9606.ENSP00000494697,pp,9606.ENSP00000480514 (pp) 9606.ENSP00000494697,False,pp,0.823,,0.0,0.0,0.0,0.064,0.819,0.0,0.0
192014,9606.ENSP00000307746 (pp) 9606.ENSP00000321951,pp,9606.ENSP00000307746 (pp) 9606.ENSP00000321951,False,pp,0.506,,0.0,0.0,0.0,0.0,0.0,0.0,0.506
191756,9606.ENSP00000244050 (pp) 9606.ENSP00000371133,pp,9606.ENSP00000244050 (pp) 9606.ENSP00000371133,False,pp,0.85,,0.0,0.0,0.0,0.0,0.83,0.0,0.159
191762,9606.ENSP00000244050 (pp) 9606.ENSP00000385823,pp,9606.ENSP00000244050 (pp) 9606.ENSP00000385823,False,pp,0.854,,0.0,0.0,0.0,0.052,0.0,0.5,0.718
192017,9606.ENSP00000311430 (pp) 9606.ENSP00000451291,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000451291,False,pp,0.549,,0.0,0.0,0.0,0.436,0.19,0.0,0.093
192023,9606.ENSP00000311430 (pp) 9606.ENSP00000338057,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000338057,False,pp,0.561,,0.0,0.0,0.0,0.145,0.501,0.0,0.054
192026,9606.ENSP00000311430 (pp) 9606.ENSP00000388806,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000388806,False,pp,0.631,,0.0,0.0,0.0,0.489,0.19,0.0,0.181
191768,9606.ENSP00000245810 (pp) 9606.ENSP00000362680,pp,9606.ENSP00000245810 (pp) 9606.ENSP00000362680,False,pp,0.632,,0.0,0.0,0.0,0.0,0.0,0.5,0.294
192029,9606.ENSP00000311430 (pp) 9606.ENSP00000480514,pp,9606.ENSP00000311430 (pp) 9606.ENSP00000480514,False,pp,0.827,,0.0,0.0,0.0,0.074,0.821,0.0,0.0
