SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
168450,9606.ENSP00000361712 (pp) 9606.ENSP00000361770,pp,9606.ENSP00000361712 (pp) 9606.ENSP00000361770,False,pp,0.577,,0.0,0.0,0.0,0.244,0.0,0.0,0.463
167937,9606.ENSP00000261037 (pp) 9606.ENSP00000355751,pp,9606.ENSP00000261037 (pp) 9606.ENSP00000355751,False,pp,0.59,,0.0,0.0,0.0,0.283,0.099,0.0,0.416
167943,9606.ENSP00000261037 (pp) 9606.ENSP00000297268,pp,9606.ENSP00000261037 (pp) 9606.ENSP00000297268,False,pp,0.771,,0.0,0.0,0.181,0.22,0.0,0.4,0.474
167940,9606.ENSP00000261037 (pp) 9606.ENSP00000359114,pp,9606.ENSP00000261037 (pp) 9606.ENSP00000359114,False,pp,0.618,,0.0,0.0,0.089,0.197,0.0,0.4,0.232
168453,9606.ENSP00000361712 (pp) 9606.ENSP00000361728,pp,9606.ENSP00000361712 (pp) 9606.ENSP00000361728,False,pp,0.629,,0.0,0.0,0.0,0.333,0.0,0.0,0.466
167946,9606.ENSP00000261037 (pp) 9606.ENSP00000327368,pp,9606.ENSP00000261037 (pp) 9606.ENSP00000327368,False,pp,0.781,,0.0,0.0,0.086,0.183,0.0,0.54,0.439
168456,9606.ENSP00000361728 (pp) 9606.ENSP00000361770,pp,9606.ENSP00000361728 (pp) 9606.ENSP00000361770,False,pp,0.637,,0.0,0.0,0.0,0.259,0.0,0.0,0.529
167433,9606.ENSP00000172229 (pp) 9606.ENSP00000442521,pp,9606.ENSP00000172229 (pp) 9606.ENSP00000442521,False,pp,0.5,,0.0,0.0,0.0,0.0,0.059,0.0,0.491
168462,9606.ENSP00000361728 (pp) 9606.ENSP00000496422,pp,9606.ENSP00000361728 (pp) 9606.ENSP00000496422,False,pp,0.891,,0.0,0.0,0.0,0.743,0.0,0.0,0.593
167949,9606.ENSP00000261037 (pp) 9606.ENSP00000364140,pp,9606.ENSP00000261037 (pp) 9606.ENSP00000364140,False,pp,0.801,,0.0,0.0,0.103,0.072,0.0,0.72,0.247
167955,9606.ENSP00000264870 (pp) 9606.ENSP00000297268,pp,9606.ENSP00000264870 (pp) 9606.ENSP00000297268,False,pp,0.523,,0.0,0.0,0.0,0.09,0.0,0.4,0.196
168465,9606.ENSP00000361770 (pp) 9606.ENSP00000496422,pp,9606.ENSP00000361770 (pp) 9606.ENSP00000496422,False,pp,0.533,,0.0,0.0,0.0,0.482,0.0,0.0,0.135
168474,9606.ENSP00000362588 (pp) 9606.ENSP00000369251,pp,9606.ENSP00000362588 (pp) 9606.ENSP00000369251,False,pp,0.837,,0.0,0.0,0.0,0.042,0.833,0.0,0.066
167961,9606.ENSP00000265362 (pp) 9606.ENSP00000400175,pp,9606.ENSP00000265362 (pp) 9606.ENSP00000400175,False,pp,0.678,,0.0,0.001,0.0,0.0,0.057,0.0,0.672
167967,9606.ENSP00000266718 (pp) 9606.ENSP00000359765,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000359765,False,pp,0.525,,0.0,0.0,0.0,0.063,0.514,0.0,0.0
168477,9606.ENSP00000366413 (pp) 9606.ENSP00000482169,pp,9606.ENSP00000366413 (pp) 9606.ENSP00000482169,False,pp,0.639,,0.0,0.0,0.0,0.048,0.045,0.0,0.635
167970,9606.ENSP00000266718 (pp) 9606.ENSP00000364140,pp,9606.ENSP00000266718 (pp) 9606.ENSP00000364140,False,pp,0.594,,0.0,0.0,0.0,0.343,0.05,0.0,0.402
