SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
189955,9606.ENSP00000317780 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000317780 (pp) 9606.ENSP00000458770,False,pp,0.986,,0.0,0.0,0.0,0.817,0.859,0.0,0.519
189952,9606.ENSP00000317780 (pp) 9606.ENSP00000346196,pp,9606.ENSP00000317780 (pp) 9606.ENSP00000346196,False,pp,0.926,,0.0,0.0,0.0,0.416,0.812,0.0,0.385
189697,9606.ENSP00000237014 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000237014 (pp) 9606.ENSP00000500990,False,pp,0.753,,0.0,0.0,0.0,0.064,0.0,0.4,0.597
189958,9606.ENSP00000317780 (pp) 9606.ENSP00000369176,pp,9606.ENSP00000317780 (pp) 9606.ENSP00000369176,False,pp,0.994,,0.0,0.0,0.0,0.932,0.856,0.0,0.519
189706,9606.ENSP00000248668 (pp) 9606.ENSP00000312535,pp,9606.ENSP00000248668 (pp) 9606.ENSP00000312535,False,pp,0.546,,0.0,0.0,0.07,0.08,0.163,0.4,0.106
190219,9606.ENSP00000441126 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000441126 (pp) 9606.ENSP00000500990,False,pp,0.65,,0.0,0.0,0.0,0.0,0.0,0.65,0.0
190216,9606.ENSP00000431885 (pp) 9606.ENSP00000450565,pp,9606.ENSP00000431885 (pp) 9606.ENSP00000450565,False,pp,0.857,,0.0,0.0,0.0,0.075,0.048,0.65,0.591
189961,9606.ENSP00000317780 (pp) 9606.ENSP00000467262,pp,9606.ENSP00000317780 (pp) 9606.ENSP00000467262,False,pp,0.998,,0.0,0.0,0.0,0.922,0.923,0.54,0.52
190222,9606.ENSP00000441126 (pp) 9606.ENSP00000467262,pp,9606.ENSP00000441126 (pp) 9606.ENSP00000467262,False,pp,0.972,,0.0,0.0,0.0,0.713,0.811,0.0,0.54
189967,9606.ENSP00000318641 (pp) 9606.ENSP00000491427,pp,9606.ENSP00000318641 (pp) 9606.ENSP00000491427,False,pp,0.998,,0.0,0.0,0.0,0.0,0.994,0.54,0.5
189709,9606.ENSP00000248668 (pp) 9606.ENSP00000467537,pp,9606.ENSP00000248668 (pp) 9606.ENSP00000467537,False,pp,0.737,,0.0,0.0,0.0,0.057,0.439,0.0,0.543
189715,9606.ENSP00000258424 (pp) 9606.ENSP00000441126,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000441126,False,pp,0.933,,0.0,0.0,0.0,0.451,0.811,0.0,0.411
189712,9606.ENSP00000258424 (pp) 9606.ENSP00000346196,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000346196,False,pp,0.916,,0.0,0.0,0.0,0.273,0.817,0.0,0.419
190225,9606.ENSP00000441126 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000441126 (pp) 9606.ENSP00000458770,False,pp,0.999,,0.0,0.0,0.0,0.444,0.991,0.967,0.568
189718,9606.ENSP00000258424 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000458770,False,pp,0.944,,0.0,0.0,0.0,0.374,0.864,0.0,0.399
190231,9606.ENSP00000458770 (pp) 9606.ENSP00000467262,pp,9606.ENSP00000458770 (pp) 9606.ENSP00000467262,False,pp,0.929,,0.0,0.0,0.0,0.383,0.844,0.0,0.324
190228,9606.ENSP00000458770 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000458770 (pp) 9606.ENSP00000500990,False,pp,0.679,,0.0,0.0,0.0,0.0,0.0,0.65,0.123
189973,9606.ENSP00000318641 (pp) 9606.ENSP00000403683,pp,9606.ENSP00000318641 (pp) 9606.ENSP00000403683,False,pp,0.999,,0.0,0.0,0.0,0.0,0.994,0.9,0.843
189979,9606.ENSP00000324532 (pp) 9606.ENSP00000363827,pp,9606.ENSP00000324532 (pp) 9606.ENSP00000363827,False,pp,0.643,,0.0,0.0,0.0,0.146,0.0,0.5,0.232
189721,9606.ENSP00000258424 (pp) 9606.ENSP00000418438,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000418438,False,pp,0.961,,0.0,0.0,0.0,0.598,0.844,0.0,0.438
189727,9606.ENSP00000258424 (pp) 9606.ENSP00000281031,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000281031,False,pp,0.972,,0.0,0.0,0.0,0.657,0.852,0.0,0.505
189724,9606.ENSP00000258424 (pp) 9606.ENSP00000419087,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000419087,False,pp,0.969,,0.0,0.0,0.0,0.779,0.8,0.0,0.37
189730,9606.ENSP00000258424 (pp) 9606.ENSP00000369176,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000369176,False,pp,0.977,,0.0,0.0,0.0,0.7,0.856,0.0,0.519
189988,9606.ENSP00000331608 (pp) 9606.ENSP00000378132,pp,9606.ENSP00000331608 (pp) 9606.ENSP00000378132,False,pp,0.937,,0.0,0.0,0.105,0.823,0.0,0.0,0.634
189733,9606.ENSP00000258424 (pp) 9606.ENSP00000301457,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000301457,False,pp,0.982,,0.0,0.0,0.0,0.859,0.817,0.0,0.372
