SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
188163,9606.ENSP00000352414 (pp) 9606.ENSP00000426809,pp,9606.ENSP00000352414 (pp) 9606.ENSP00000426809,False,pp,0.507,,0.0,0.0,0.0,0.0,0.0,0.0,0.507
188160,9606.ENSP00000352167 (pp) 9606.ENSP00000411124,pp,9606.ENSP00000352167 (pp) 9606.ENSP00000411124,False,pp,0.618,,0.0,0.0,0.0,0.049,0.0,0.0,0.614
187905,9606.ENSP00000258424 (pp) 9606.ENSP00000418438,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000418438,False,pp,0.961,,0.0,0.0,0.0,0.598,0.844,0.0,0.438
187911,9606.ENSP00000258424 (pp) 9606.ENSP00000281031,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000281031,False,pp,0.972,,0.0,0.0,0.0,0.657,0.852,0.0,0.505
187908,9606.ENSP00000258424 (pp) 9606.ENSP00000419087,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000419087,False,pp,0.969,,0.0,0.0,0.0,0.779,0.8,0.0,0.37
187914,9606.ENSP00000258424 (pp) 9606.ENSP00000369176,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000369176,False,pp,0.977,,0.0,0.0,0.0,0.7,0.856,0.0,0.519
188169,9606.ENSP00000355760 (pp) 9606.ENSP00000368166,pp,9606.ENSP00000355760 (pp) 9606.ENSP00000368166,False,pp,0.598,,0.0,0.0,0.0,0.0,0.107,0.0,0.569
187917,9606.ENSP00000258424 (pp) 9606.ENSP00000317780,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000317780,False,pp,0.999,,0.0,0.0,0.0,0.978,0.995,0.959,0.987
188178,9606.ENSP00000359819 (pp) 9606.ENSP00000369860,pp,9606.ENSP00000359819 (pp) 9606.ENSP00000369860,False,pp,0.737,,0.0,0.0,0.0,0.149,0.047,0.0,0.702
187923,9606.ENSP00000262340 (pp) 9606.ENSP00000426809,pp,9606.ENSP00000262340 (pp) 9606.ENSP00000426809,False,pp,0.507,,0.0,0.0,0.0,0.0,0.0,0.0,0.507
188187,9606.ENSP00000359864 (pp) 9606.ENSP00000467537,pp,9606.ENSP00000359864 (pp) 9606.ENSP00000467537,False,pp,0.751,,0.0,0.0,0.0,0.0,0.303,0.0,0.657
188184,9606.ENSP00000359864 (pp) 9606.ENSP00000416741,pp,9606.ENSP00000359864 (pp) 9606.ENSP00000416741,False,pp,0.597,,0.0,0.0,0.0,0.0,0.0,0.4,0.357
187929,9606.ENSP00000262340 (pp) 9606.ENSP00000263321,pp,9606.ENSP00000262340 (pp) 9606.ENSP00000263321,False,pp,0.575,,0.0,0.0,0.0,0.075,0.0,0.0,0.559
188190,9606.ENSP00000369176 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000369176 (pp) 9606.ENSP00000500990,False,pp,0.854,,0.0,0.0,0.0,0.042,0.295,0.65,0.455
187935,9606.ENSP00000263321 (pp) 9606.ENSP00000354610,pp,9606.ENSP00000263321 (pp) 9606.ENSP00000354610,False,pp,0.585,,0.0,0.0,0.0,0.0,0.0,0.0,0.585
188193,9606.ENSP00000369176 (pp) 9606.ENSP00000419087,pp,9606.ENSP00000369176 (pp) 9606.ENSP00000419087,False,pp,0.997,,0.0,0.0,0.0,0.236,0.812,0.967,0.507
188199,9606.ENSP00000369176 (pp) 9606.ENSP00000418438,pp,9606.ENSP00000369176 (pp) 9606.ENSP00000418438,False,pp,0.999,,0.0,0.0,0.0,0.539,0.894,0.967,0.687
188196,9606.ENSP00000369176 (pp) 9606.ENSP00000441126,pp,9606.ENSP00000369176 (pp) 9606.ENSP00000441126,False,pp,0.998,,0.0,0.0,0.0,0.487,0.825,0.967,0.659
188202,9606.ENSP00000369176 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000369176 (pp) 9606.ENSP00000458770,False,pp,0.999,,0.0,0.0,0.0,0.673,0.994,0.967,0.704
187947,9606.ENSP00000264039 (pp) 9606.ENSP00000467537,pp,9606.ENSP00000264039 (pp) 9606.ENSP00000467537,False,pp,0.821,,0.0,0.0,0.0,0.086,0.049,0.0,0.811
187944,9606.ENSP00000264039 (pp) 9606.ENSP00000416741,pp,9606.ENSP00000264039 (pp) 9606.ENSP00000416741,False,pp,0.554,,0.0,0.0,0.0,0.0,0.0,0.4,0.287
188211,9606.ENSP00000381611 (pp) 9606.ENSP00000458570,pp,9606.ENSP00000381611 (pp) 9606.ENSP00000458570,False,pp,0.572,,0.0,0.0,0.052,0.393,0.302,0.0,0.06
187953,9606.ENSP00000264039 (pp) 9606.ENSP00000352414,pp,9606.ENSP00000264039 (pp) 9606.ENSP00000352414,False,pp,0.834,,0.0,0.0,0.0,0.0,0.0,0.0,0.834
187962,9606.ENSP00000273814 (pp) 9606.ENSP00000479153,pp,9606.ENSP00000273814 (pp) 9606.ENSP00000479153,False,pp,0.632,,0.0,0.0,0.0,0.078,0.618,0.0,0.0
188223,9606.ENSP00000418438 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000418438 (pp) 9606.ENSP00000500990,False,pp,0.65,,0.0,0.0,0.0,0.042,0.0,0.65,0.0
188220,9606.ENSP00000393541 (pp) 9606.ENSP00000398211,pp,9606.ENSP00000393541 (pp) 9606.ENSP00000398211,False,pp,0.585,,0.0,0.0,0.0,0.056,0.057,0.54,0.107
188226,9606.ENSP00000418438 (pp) 9606.ENSP00000419087,pp,9606.ENSP00000418438 (pp) 9606.ENSP00000419087,False,pp,0.996,,0.0,0.0,0.0,0.198,0.812,0.967,0.37
187971,9606.ENSP00000281031 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000281031 (pp) 9606.ENSP00000500990,False,pp,0.658,,0.0,0.0,0.0,0.0,0.0,0.65,0.063
187968,9606.ENSP00000273814 (pp) 9606.ENSP00000342793,pp,9606.ENSP00000273814 (pp) 9606.ENSP00000342793,False,pp,0.766,,0.0,0.0,0.0,0.0,0.0,0.65,0.359
187974,9606.ENSP00000281031 (pp) 9606.ENSP00000317780,pp,9606.ENSP00000281031 (pp) 9606.ENSP00000317780,False,pp,0.976,,0.0,0.0,0.0,0.73,0.845,0.0,0.482
188229,9606.ENSP00000418438 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000418438 (pp) 9606.ENSP00000458770,False,pp,0.999,,0.0,0.0,0.0,0.169,0.991,0.967,0.537
188235,9606.ENSP00000419087 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000419087 (pp) 9606.ENSP00000500990,False,pp,0.671,,0.0,0.0,0.0,0.0,0.0,0.65,0.099
188232,9606.ENSP00000418438 (pp) 9606.ENSP00000441126,pp,9606.ENSP00000418438 (pp) 9606.ENSP00000441126,False,pp,0.999,,0.0,0.0,0.0,0.703,0.825,0.967,0.545
187977,9606.ENSP00000281031 (pp) 9606.ENSP00000419087,pp,9606.ENSP00000281031 (pp) 9606.ENSP00000419087,False,pp,0.996,,0.0,0.0,0.0,0.219,0.811,0.944,0.607
188238,9606.ENSP00000419087 (pp) 9606.ENSP00000441126,pp,9606.ENSP00000419087 (pp) 9606.ENSP00000441126,False,pp,0.998,,0.0,0.0,0.0,0.375,0.812,0.967,0.721
187983,9606.ENSP00000281031 (pp) 9606.ENSP00000418438,pp,9606.ENSP00000281031 (pp) 9606.ENSP00000418438,False,pp,0.998,,0.0,0.0,0.0,0.469,0.931,0.944,0.546
187980,9606.ENSP00000281031 (pp) 9606.ENSP00000346196,pp,9606.ENSP00000281031 (pp) 9606.ENSP00000346196,False,pp,0.998,,0.0,0.0,0.0,0.172,0.932,0.944,0.556
187986,9606.ENSP00000281031 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000281031 (pp) 9606.ENSP00000458770,False,pp,0.999,,0.0,0.0,0.0,0.622,0.966,0.944,0.474
188241,9606.ENSP00000419087 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000419087 (pp) 9606.ENSP00000458770,False,pp,0.999,,0.0,0.0,0.0,0.278,0.994,0.967,0.807
188247,9606.ENSP00000429601 (pp) 9606.ENSP00000458570,pp,9606.ENSP00000429601 (pp) 9606.ENSP00000458570,False,pp,0.562,,0.0,0.0,0.051,0.049,0.547,0.0,0.055
187989,9606.ENSP00000281031 (pp) 9606.ENSP00000441126,pp,9606.ENSP00000281031 (pp) 9606.ENSP00000441126,False,pp,0.999,,0.0,0.0,0.0,0.29,0.914,0.944,0.836
187992,9606.ENSP00000281031 (pp) 9606.ENSP00000369176,pp,9606.ENSP00000281031 (pp) 9606.ENSP00000369176,False,pp,0.999,,0.0,0.0,0.0,0.847,0.948,0.944,0.743
188253,9606.ENSP00000429601 (pp) 9606.ENSP00000430024,pp,9606.ENSP00000429601 (pp) 9606.ENSP00000430024,False,pp,0.607,,0.0,0.0,0.051,0.049,0.592,0.0,0.06
188256,9606.ENSP00000430024 (pp) 9606.ENSP00000458570,pp,9606.ENSP00000430024 (pp) 9606.ENSP00000458570,False,pp,0.718,,0.0,0.0,0.052,0.482,0.464,0.0,0.057
188001,9606.ENSP00000287152 (pp) 9606.ENSP00000388241,pp,9606.ENSP00000287152 (pp) 9606.ENSP00000388241,False,pp,0.572,,0.0,0.0,0.0,0.0,0.0,0.54,0.109
188262,9606.ENSP00000430269 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000430269 (pp) 9606.ENSP00000458770,False,pp,0.663,,0.118,0.0,0.0,0.089,0.303,0.22,0.348
188007,9606.ENSP00000287152 (pp) 9606.ENSP00000301332,pp,9606.ENSP00000287152 (pp) 9606.ENSP00000301332,False,pp,0.609,,0.0,0.0,0.0,0.067,0.0,0.54,0.162
187749,9606.ENSP00000040877 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000040877 (pp) 9606.ENSP00000458770,False,pp,0.531,,0.0,0.0,0.0,0.047,0.497,0.0,0.102
188271,9606.ENSP00000431885 (pp) 9606.ENSP00000450565,pp,9606.ENSP00000431885 (pp) 9606.ENSP00000450565,False,pp,0.857,,0.0,0.0,0.0,0.075,0.048,0.65,0.591
188274,9606.ENSP00000441126 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000441126 (pp) 9606.ENSP00000500990,False,pp,0.65,,0.0,0.0,0.0,0.0,0.0,0.65,0.0
188016,9606.ENSP00000289013 (pp) 9606.ENSP00000343325,pp,9606.ENSP00000289013 (pp) 9606.ENSP00000343325,False,pp,0.877,,0.0,0.0,0.0,0.079,0.0,0.0,0.872
188022,9606.ENSP00000292408 (pp) 9606.ENSP00000352414,pp,9606.ENSP00000292408 (pp) 9606.ENSP00000352414,False,pp,0.996,,0.0,0.0,0.0,0.048,0.168,0.65,0.988
188277,9606.ENSP00000441126 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000441126 (pp) 9606.ENSP00000458770,False,pp,0.999,,0.0,0.0,0.0,0.444,0.991,0.967,0.568
188280,9606.ENSP00000458770 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000458770 (pp) 9606.ENSP00000500990,False,pp,0.679,,0.0,0.0,0.0,0.0,0.0,0.65,0.123
188028,9606.ENSP00000292539 (pp) 9606.ENSP00000301332,pp,9606.ENSP00000292539 (pp) 9606.ENSP00000301332,False,pp,0.554,,0.0,0.0,0.0,0.27,0.068,0.0,0.397
188034,9606.ENSP00000292539 (pp) 9606.ENSP00000435565,pp,9606.ENSP00000292539 (pp) 9606.ENSP00000435565,False,pp,0.617,,0.0,0.0,0.0,0.124,0.0,0.0,0.581
187779,9606.ENSP00000043402 (pp) 9606.ENSP00000467537,pp,9606.ENSP00000043402 (pp) 9606.ENSP00000467537,False,pp,0.622,,0.0,0.0,0.0,0.0,0.113,0.0,0.591
188043,9606.ENSP00000293879 (pp) 9606.ENSP00000421801,pp,9606.ENSP00000293879 (pp) 9606.ENSP00000421801,False,pp,0.868,,0.0,0.0,0.0,0.061,0.855,0.0,0.112
188046,9606.ENSP00000301332 (pp) 9606.ENSP00000388241,pp,9606.ENSP00000301332 (pp) 9606.ENSP00000388241,False,pp,0.641,,0.0,0.0,0.0,0.067,0.0,0.54,0.23
187788,9606.ENSP00000184266 (pp) 9606.ENSP00000215375,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000215375,False,pp,0.656,,0.0,0.0,0.0,0.443,0.091,0.0,0.376
187794,9606.ENSP00000184266 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000500990,False,pp,0.658,,0.0,0.0,0.0,0.0,0.0,0.65,0.063
188055,9606.ENSP00000311344 (pp) 9606.ENSP00000368166,pp,9606.ENSP00000311344 (pp) 9606.ENSP00000368166,False,pp,0.524,,0.0,0.0,0.0,0.0,0.0,0.5,0.088
187800,9606.ENSP00000184266 (pp) 9606.ENSP00000258424,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000258424,False,pp,0.984,,0.0,0.0,0.0,0.688,0.854,0.0,0.686
187806,9606.ENSP00000184266 (pp) 9606.ENSP00000317780,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000317780,False,pp,0.988,,0.0,0.0,0.0,0.854,0.853,0.0,0.499
188061,9606.ENSP00000311344 (pp) 9606.ENSP00000318641,pp,9606.ENSP00000311344 (pp) 9606.ENSP00000318641,False,pp,0.994,,0.0,0.0,0.0,0.053,0.994,0.0,0.082
188067,9606.ENSP00000317780 (pp) 9606.ENSP00000419087,pp,9606.ENSP00000317780 (pp) 9606.ENSP00000419087,False,pp,0.884,,0.0,0.0,0.0,0.184,0.8,0.0,0.348
188064,9606.ENSP00000312535 (pp) 9606.ENSP00000467537,pp,9606.ENSP00000312535 (pp) 9606.ENSP00000467537,False,pp,0.911,,0.0,0.0,0.0,0.0,0.113,0.5,0.815
188070,9606.ENSP00000317780 (pp) 9606.ENSP00000418438,pp,9606.ENSP00000317780 (pp) 9606.ENSP00000418438,False,pp,0.911,,0.0,0.0,0.0,0.237,0.83,0.0,0.373
187815,9606.ENSP00000184266 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000458770,False,pp,0.999,,0.0,0.0,0.0,0.727,0.991,0.967,0.545
187812,9606.ENSP00000184266 (pp) 9606.ENSP00000281031,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000281031,False,pp,0.999,,0.0,0.0,0.0,0.854,0.961,0.944,0.686
188073,9606.ENSP00000317780 (pp) 9606.ENSP00000441126,pp,9606.ENSP00000317780 (pp) 9606.ENSP00000441126,False,pp,0.916,,0.0,0.0,0.0,0.397,0.811,0.0,0.323
188079,9606.ENSP00000317780 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000317780 (pp) 9606.ENSP00000458770,False,pp,0.986,,0.0,0.0,0.0,0.817,0.859,0.0,0.519
188076,9606.ENSP00000317780 (pp) 9606.ENSP00000346196,pp,9606.ENSP00000317780 (pp) 9606.ENSP00000346196,False,pp,0.926,,0.0,0.0,0.0,0.416,0.812,0.0,0.385
187821,9606.ENSP00000184266 (pp) 9606.ENSP00000441126,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000441126,False,pp,0.999,,0.0,0.0,0.0,0.725,0.825,0.967,0.557
188082,9606.ENSP00000317780 (pp) 9606.ENSP00000369176,pp,9606.ENSP00000317780 (pp) 9606.ENSP00000369176,False,pp,0.994,,0.0,0.0,0.0,0.932,0.856,0.0,0.519
187827,9606.ENSP00000184266 (pp) 9606.ENSP00000419087,pp,9606.ENSP00000184266 (pp) 9606.ENSP00000419087,False,pp,0.999,,0.0,0.0,0.0,0.404,0.812,0.967,0.973
