gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000167614.14	TTYH1	2923.960526661138	1.2913506806168566	0.11825952655019883	4.010496249423037e-29	3.5372576919911186e-25
ENSG00000135114.14	OASL	188.2250119676568	-5.8309351604181785	0.5680307563729617	6.816998052052753e-26	4.0083948546070183e-22
ENSG00000184564.11	SLITRK6	213.95255877362163	-1.693961931875857	0.1666113251048243	1.6510691405819132e-25	6.838111850940484e-22
ENSG00000249375.8	CASC11	868.12702137423	-6.839663219239603	0.6741095019007666	1.9382403205613617e-25	6.838111850940484e-22
ENSG00000136997.22	MYC	5727.642779245376	-5.368205512379079	0.541534668890837	2.0232604387228404e-24	5.948385689845151e-21
ENSG00000089127.15	OAS1	294.7731182214302	-5.304143138714549	0.5815039214618642	4.020183848968372e-21	8.86450538697526e-18
ENSG00000276256.1	ENSG00000276256	231.4033607094211	1.2830846539070078	0.14271857542830585	1.7517711801242818e-20	3.090124361739233e-17
ENSG00000157601.15	MX1	1010.3632656765184	-4.197757721815661	0.4756521178136783	5.701353977854562e-20	9.142898560850408e-17
ENSG00000165061.15	ZMAT4	621.0785054867764	1.3363971675510333	0.1530159977581611	1.599906640321092e-19	2.351862761272005e-16
ENSG00000116830.12	TTF2	234.0117732075789	-1.22488449300305	0.14045225015718932	1.956606560174851e-19	2.654964593960336e-16
ENSG00000112159.13	MDN1	590.4443915231642	-1.10201966218233	0.12831165097985273	6.8472261618765075e-19	8.6275049639644e-16
ENSG00000164610.10	RP9	211.8105271210249	1.0728109991203367	0.1263492397656559	1.5871272610513142e-18	1.8664616589963453e-15
ENSG00000165949.13	IFI27	927.1937150689813	-5.59269692589262	0.6673849981403028	2.8214157355036392e-18	3.1106108483927623e-15
ENSG00000230202.1	RPL29P4	319.6058355711334	-4.605646176449796	0.5505085938721217	3.3878749280905477e-18	3.5154184547951333e-15
ENSG00000121207.12	LRAT	131.34384816956057	2.076077903270982	0.2501020118212006	5.4921310217858566e-18	5.38228840135014e-15
ENSG00000177425.11	PAWR	1816.9948755230018	-1.0398821010450017	0.12503498239977615	7.424107324233962e-18	6.89269753681511e-15
ENSG00000139174.12	PRICKLE1	287.937279927406	1.1746487582307361	0.14347525933856806	1.8785198657994365e-17	1.6568545216351028e-14
ENSG00000131196.18	NFATC1	63.56704842399354	-1.549883496921477	0.19195828589607927	4.2916935383159436e-17	3.4411579098133295e-14
ENSG00000183691.6	NOG	60.557626991244476	-2.249809814455429	0.2821357648332359	8.216780154989185e-17	6.301913127565618e-14
ENSG00000117228.11	GBP1	336.49581430332154	-4.2325409417713455	0.5363064681876977	1.518650807669187e-16	1.0715600098913784e-13
ENSG00000215030.5	RPL13P12	173.7587604454352	-4.384023117328204	0.5605473580795565	2.644407523250994e-16	1.6659767396481263e-13
ENSG00000116984.15	MTR	321.4543025794244	-1.3462832380554468	0.17356005700426683	5.763075572509083e-16	3.505539762036559e-13
ENSG00000135549.16	PKIB	402.0256072971445	-4.239734271255629	0.551427899321522	7.567308683842493e-16	4.449577506099386e-13
ENSG00000231754.4	ENSG00000231754	69.87408382886163	2.8468688697200917	0.3729974429888579	1.1273413726730108e-15	6.214469316859973e-13
ENSG00000235961.6	PNMA6A	118.90353472960958	1.2029743919320153	0.15723280991635938	1.40309955023845e-15	7.279610607707723e-13
ENSG00000134321.13	RSAD2	282.4825468883617	-6.203667103285354	0.8194865589290259	1.6540559257202423e-15	8.336441865630021e-13
ENSG00000228318.3	ENSG00000228318	223.02488633809187	-4.352376641370544	0.5766375159477012	2.1971529233606525e-15	1.0766049324467196e-12
ENSG00000101911.13	PRPS2	364.7428043926968	-1.0223374109837409	0.1361062501893806	4.814322393734432e-15	2.2952607304182536e-12
ENSG00000149564.12	ESAM	56.608565966184415	2.5139982092640247	0.3408715227117772	8.858167400576917e-15	4.1120545512151794e-12
ENSG00000138829.14	FBN2	1480.5797479655416	-1.3943456467544144	0.18855160881320107	9.236027071308566e-15	4.177526090714951e-12
ENSG00000049540.19	ELN	423.293505306115	-2.5099071229444183	0.3426156831847687	1.270563207822931e-14	5.33636547285631e-12
ENSG00000119917.15	IFIT3	543.3246249927412	-2.9829912507218928	0.4071960862237886	1.264934073077001e-14	5.33636547285631e-12
ENSG00000137628.18	DDX60	260.37272179284366	-2.4402712375653466	0.335070841104978	1.7416040711512595e-14	7.144626933746097e-12
ENSG00000111335.14	OAS2	286.28980389722904	-7.112531108706025	0.9860480622822235	2.2953021118009484e-14	8.997584278259719e-12
ENSG00000130303.14	BST2	440.1406529827663	-3.944929300371313	0.5462889365875003	2.6518910199087008e-14	1.0169425563302061e-11
ENSG00000160111.15	CPAMD8	124.23571618002812	1.2121268272920191	0.16763249899740532	3.29841797839269e-14	1.1874304722213685e-11
ENSG00000280064.1	ENSG00000280064	225.87775179583602	-1.8500605690399743	0.25792387782760196	4.338993502992649e-14	1.5307969078558067e-11
ENSG00000169777.7	TAS2R1	10.637327889595573	4.109417015780244	0.5641961485260633	5.023826415641227e-14	1.7376529014100245e-11
ENSG00000205413.8	SAMD9	187.19783838474936	-3.161430633311673	0.44739828217614874	7.940200448241708e-14	2.6935603059035332e-11
ENSG00000139874.6	SSTR1	102.91528921855284	2.978132961140527	0.42845637933035563	1.5893460552726714e-13	5.289823474530174e-11
ENSG00000184845.4	DRD1	80.49247628384589	2.9655802020446025	0.42929083258580203	1.8814208626395027e-13	6.034229821265605e-11
ENSG00000187608.10	ISG15	770.3116681665826	-3.5863483975414003	0.5222805630566965	3.2645853298294607e-13	1.0103032494419594e-10
ENSG00000153162.9	BMP6	143.02336548454434	-1.0400074296293362	0.14992502652170614	3.3778611007271346e-13	1.0273356864970112e-10
ENSG00000187240.17	DYNC2H1	797.3668501735402	-1.0777345422660747	0.15949227757995116	1.075541652311771e-12	3.1102548765212526e-10
ENSG00000198829.6	SUCNR1	35.52514354015138	3.6311329325498134	0.5518770126733794	1.835149048445542e-12	5.221295034609574e-10
ENSG00000291102.1	GUSBP1	165.2754971601509	1.190631403267409	0.1814478238352785	3.5644628427692374e-12	9.82455071038271e-10
ENSG00000145012.15	LPP	791.8126175094748	-1.6092127302604948	0.24672587578073277	4.096518507041793e-12	1.078546066630108e-9
ENSG00000055332.19	EIF2AK2	1158.383828498133	-1.3078304021296192	0.20037027440062133	4.451219315723716e-12	1.1546986577847993e-9
ENSG00000101825.8	MXRA5	385.39032536171317	-2.525774437446356	0.3895541161111549	4.635499797017876e-12	1.1850756002810917e-9
ENSG00000137573.14	SULF1	413.0955154872647	-3.218469639729754	0.4989919455626142	5.539946957181792e-12	1.3960666332098117e-9
ENSG00000149311.21	ATM	1000.7836988293844	-1.054700591420815	0.16226265851845012	6.288522902794848e-12	1.5623879437366355e-9
ENSG00000126709.16	IFI6	1742.8460172603525	-2.568855055815507	0.40048619763913107	7.236744877858888e-12	1.7730024950754275e-9
ENSG00000128253.16	RFPL2	14.373267941679538	3.276018426310506	0.5199860629262547	1.1587011221970872e-11	2.799929835007756e-9
ENSG00000115267.10	IFIH1	164.6565598489917	-2.5203678115976382	0.3989025368359675	1.3538136096821958e-11	3.1841696099725247e-9
ENSG00000141655.18	TNFRSF11A	48.25935764364438	-3.3649230023876155	0.5342158274106037	1.449141219000255e-11	3.363533039890066e-9
ENSG00000185745.10	IFIT1	1314.8949810358208	-2.8941939444873097	0.45925873567429737	1.4736312625833968e-11	3.3759552561001453e-9
ENSG00000183908.7	LRRC55	1122.6353249246458	1.4470389997038402	0.22884540562023703	1.716769965836503e-11	3.882541307353322e-9
ENSG00000115415.21	STAT1	2934.6837100626244	-1.4234713513003976	0.22656366011743814	1.7639769168456197e-11	3.889569101644592e-9
ENSG00000109851.7	DBX1	23.188054953026498	-3.4410576545760683	0.5515299702354239	1.956007845200643e-11	4.2597504184369555e-9
ENSG00000107798.18	LIPA	2154.0727254994704	-1.0962101050650437	0.17402140599623772	2.2489702464713797e-11	4.77973917442833e-9
ENSG00000259129.6	LINC00648	135.46047559781886	-3.747623090216934	0.601706421135634	2.3353924534820526e-11	4.90432415231231e-9
ENSG00000007341.19	ST7L	860.187559237879	-1.2011733927330464	0.19147706253166066	2.466991899736209e-11	5.119733777805498e-9
