ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0000302	response to reactive oxygen species	18/672	205/18870	4.049971161673126e-4	0.0072945503309680745	0.005740688787778296	PAWR/STAT1/DDR2/STK26/PDGFRA/TACR1/MET/SOD2/FOS/BNIP3/SPHK1/TPM1/EDN1/MAP3K5/CRYAB/COL1A1/MT3/PPARGC1B	18
GO:0030324	lung development	17/672	188/18870	4.139049261065128e-4	0.00742686008919422	0.005844814348793061	NOG/LIPA/BMP2/FGFR2/PDGFRA/WNT2B/MYOCD/BMP4/RDH10/MMP14/CRISPLD2/CCBE1/CTSH/TGFBR2/LOX/EPAS1/FOSL2	17
GO:2000630	positive regulation of miRNA metabolic process	9/672	64/18870	4.173821906273138e-4	0.0074610989339581844	0.005871759745469334	MYC/KLF4/BMP2/GATA2/GATA3/MYOCD/EGR1/FOS/SMAD6	9
GO:0039530	MDA-5 signaling pathway	4/672	11/18870	4.3064128864203584e-4	0.007551343301095566	0.005942780549093972	DDX60/IFIH1/OAS3/DHX58	4
GO:0044062	regulation of excretion	4/672	11/18870	4.3064128864203584e-4	0.007551343301095566	0.005942780549093972	CORIN/AGT/EDN1/NHERF1	4
GO:0043410	positive regulation of MAPK cascade	32/672	474/18870	4.33547154826307e-4	0.007551343301095566	0.005942780549093972	EIF2AK2/BMP2/FGFR2/ROCK2/PDGFRA/GPNMB/PDGFRB/TNFRSF11A/GRM1/BMP4/ACTA2/RASGRP1/ITGA1/DRD4/CSPG4/OPRK1/ADRA2A/P2RX7/SPHK1/NOX4/OPRM1/ALOX15/EDN1/GDF6/GADD45B/MAP3K5/TPD52L1/MT3/CD4/CD74/IGFBP4/HTR2C	32
GO:0001894	tissue homeostasis	22/672	279/18870	4.4222084778932854e-4	0.007611804113682686	0.005990362194729526	PRICKLE1/ESAM/LIPA/GATA2/SLC39A8/TNFRSF11A/ESRRB/RPE65/B2M/NFKBIZ/COL2A1/P2RX7/NOX4/CDH3/LRRK1/ABCC8/TMEM119/CNGB1/CALCA/PPARGC1B/ABCA4/FOSL2	22
GO:0060249	anatomical structure homeostasis	22/672	279/18870	4.4222084778932854e-4	0.007611804113682686	0.005990362194729526	PRICKLE1/ESAM/LIPA/GATA2/SLC39A8/TNFRSF11A/ESRRB/RPE65/B2M/NFKBIZ/COL2A1/P2RX7/NOX4/CDH3/LRRK1/ABCC8/TMEM119/CNGB1/CALCA/PPARGC1B/ABCA4/FOSL2	22
GO:0015837	amine transport	12/672	108/18870	4.633768767464708e-4	0.007869132317605245	0.006192875176066557	DRD1/SLC18A2/CNR1/KCNA2/NTSR1/SYT9/DRD4/OPRK1/ADRA2A/P2RX7/SLC18A1/TH	12
GO:0060688	regulation of morphogenesis of a branching structure	8/672	52/18870	4.671306841045948e-4	0.007887182831888757	0.0062070806281176675	NOG/SULF1/FGFR2/WNT2B/SIX2/BMP4/GREM1/AGT	8
GO:0045860	positive regulation of protein kinase activity	22/672	282/18870	5.113335105468014e-4	0.008413117102595296	0.006620982079744596	DDR2/PDGFRB/TNFRSF11A/CCDC88A/EGR1/KIF14/CENPE/RASGRP1/DRD4/AGT/ADRA2A/CCN1/NOX4/CLSPN/EDN1/ANG/MAP3K5/TGFBR2/TPD52L1/MT3/CD4/CALCA	22
GO:0003073	regulation of systemic arterial blood pressure	11/672	95/18870	5.561357878554567e-4	0.008883018305360738	0.00699078644652331	SUCNR1/CORIN/TACR1/NTSR1/SOD2/AGT/NPPA/TPM1/EDN1/POSTN/CALCA	11
GO:0015812	gamma-aminobutyric acid transport	5/672	20/18870	5.604427952908983e-4	0.008883018305360738	0.00699078644652331	SLC6A6/NTSR1/P2RX7/SLC32A1/NHERF1	5
GO:0072567	chemokine (C-X-C motif) ligand 2 production	5/672	20/18870	5.604427952908983e-4	0.008883018305360738	0.00699078644652331	OAS1/KLF4/OAS3/POSTN/CD74	5
GO:2000341	regulation of chemokine (C-X-C motif) ligand 2 production	5/672	20/18870	5.604427952908983e-4	0.008883018305360738	0.00699078644652331	OAS1/KLF4/OAS3/POSTN/CD74	5
GO:0071241	cellular response to inorganic substance	19/672	229/18870	5.732424374639322e-4	0.008995933300795372	0.0070796486544529415	MTR/SLC39A8/KCNH1/PHOX2B/KCNK3/ATRX/SYT9/B2M/SERPINF1/NPTX1/FOS/TFAP2A/NEUROD2/BNIP3/ALOX15/EDN1/FOSB/MT3/TH	19
GO:0048732	gland development	30/672	443/18870	6.158941478921294e-4	0.009570512004010049	0.007531832458742759	NOG/OAS2/SULF1/LIPA/BMP2/FGFR2/GATA2/ITGA2/PDGFRA/GATA3/BRCA2/TNFRSF11A/MSX1/COBL/BMP4/MET/SOD2/SERPINF1/HOXB3/SEMA3C/PLXND1/WNT1/ATP2C2/EDN1/TGM2/NHERF1/ONECUT2/LEF1/TGFBR2/WNT3A	30
GO:0006958	complement activation, classical pathway	7/672	42/18870	6.409593334611669e-4	0.009895329969506001	0.0077874587506987294	CD55/NCR3LG1/C4B/C1R/C4A/CFI/C1S	7
GO:0003018	vascular process in circulatory system	21/672	269/18870	6.732146091615161e-4	0.010260049572317338	0.008074486962109278	SLC6A6/DRD1/SLC5A3/ROCK2/SLC19A1/TACR1/FAAH/SLC6A17/ACTA2/SOD2/ITGA1/AGT/NPPA/ADRA2A/FGFBP3/GUCY1A1/SLC16A12/ABCC8/EDN1/NHERF1/CALCA	21
GO:0006874	intracellular calcium ion homeostasis	23/672	308/18870	7.071036406127431e-4	0.010673897813059026	0.008400178587730333	DRD1/CALB2/TRPC3/CXCL10/GRM1/CNR1/NTSR1/SLC8A3/DRD4/BNIP3/P2RX7/CXCL11/GPR12/ATP2C2/ITPR2/EDN1/TGM2/CNGB1/CALCB/JPH2/CYBA/CALCA/HTR2C	23
GO:0060973	cell migration involved in heart development	5/672	21/18870	7.14188125676796e-4	0.010746723220231536	0.008457490961962058	PDGFRB/BMP4/SEMA3C/FOLR1/EDN1	5
GO:0007492	endoderm development	10/672	83/18870	7.169302171977319e-4	0.010753953257965979	0.008463180880418187	NOG/BPTF/BMP4/EOMES/MMP14/FN1/COL7A1/COL5A1/COL12A1/COL8A1	10
GO:0006935	chemotaxis	31/672	468/18870	7.259537046762337e-4	0.010855062470866324	0.008542752135465114	SUCNR1/CXCL10/ITGA2/PDGFRA/GPNMB/PDGFRB/TNFRSF11A/ROBO3/SLIT3/BMP4/MET/GREM1/ITGA1/SEMA5B/PRKCQ/SEMA3B/CCN1/CMKLR1/SEMA3C/CXCL11/EDN1/EGR3/CCN3/LEF1/BST1/LOX/CALCA/PROK2/CH25H/CD74/WNT3A	31
GO:0002237	response to molecule of bacterial origin	26/672	369/18870	7.823936874860346e-4	0.011589663501545465	0.00912087082804674	FGFR2/CXCL10/TNFRSF11A/CD55/CNR1/B2M/SOD2/CMPK2/FOS/NFKBIZ/OPRK1/P2RX7/GBP2/CXCL11/C4B/ABCC8/ABCA1/SMAD6/EDN1/PENK/TH/GBP3/THBD/DIO2/FOSL2/SSC5D	26
GO:0097305	response to alcohol	20/672	254/18870	8.046750581395403e-4	0.011809351547696032	0.009293761636406972	LIPA/FGFR2/ADCY2/TNFRSF11A/CFTR/TACR1/CNR1/SLIT3/SOD2/DRD4/FOS/OPRK1/IGFBP7/OPRM1/ITPR2/ABCA1/PENK/TGFBR2/FOSB/TH	20
GO:0055007	cardiac muscle cell differentiation	13/672	131/18870	8.124610816377057e-4	0.011886930594422432	0.009354815045253583	PRICKLE1/BMP2/PDGFRA/PDGFRB/SOX6/MYOCD/BMP4/GREM1/NRAP/NOX4/ACTC1/EDN1/WNT3A	13
GO:0010464	regulation of mesenchymal cell proliferation	6/672	32/18870	8.189333072374886e-4	0.011944870785013063	0.009400413003646342	MYC/STAT1/FGFR2/PRRX1/BMP4/TGFBR2	6
GO:0051591	response to cAMP	10/672	85/18870	8.655759271194617e-4	0.012436456288599733	0.009787282551546195	STAT1/AKAP9/CFTR/HCN1/FOS/ITPR2/PENK/FOSB/COL1A1/THBD	10
GO:0001659	temperature homeostasis	16/672	183/18870	8.716178448302625e-4	0.012436456288599733	0.009787282551546195	DRD1/PRDM16/PHOX2B/TNFRSF11A/CNR1/EGR1/NTSR1/PTH2R/PTGER3/EBF2/CMKLR1/ACOT11/ID1/EPAS1/PPARGC1B/DIO2	16
GO:0060759	regulation of response to cytokine stimulus	16/672	183/18870	8.716178448302625e-4	0.012436456288599733	0.009787282551546195	OAS1/ISG15/KLF4/IFIH1/CCDC3/OAS3/USP18/RBM47/PARP14/SLIT3/PARP9/SPHK1/TRIM56/EDN1/NLRC5/CD74	16
GO:0061430	bone trabecula morphogenesis	4/672	13/18870	8.81406050317163e-4	0.012436456288599733	0.009787282551546195	FBN2/GREM1/COL1A1/PPARGC1B	4
GO:0061351	neural precursor cell proliferation	15/672	166/18870	8.927061582542173e-4	0.012513433703299692	0.009847862486076796	SKOR2/FGFR2/GATA2/HAPLN1/KIF14/RORA/NFIA/EMX2/LHX2/WNT1/ASPM/HAPLN3/LEF1/ARX/WNT3A	15
GO:0071356	cellular response to tumor necrosis factor	19/672	238/18870	9.135153196712472e-4	0.012664038906812771	0.009966386255735106	GBP1/NFATC1/STAT1/CCDC3/GATA3/TNFRSF11A/RORA/PID1/FOS/SPHK1/GBP2/EDN1/ADAMTS12/MAP3K5/POSTN/COL1A1/KRT8/CALCA/GBP3	19
GO:0002832	negative regulation of response to biotic stimulus	14/672	150/18870	9.557939167274653e-4	0.013135260329592767	0.010337229613526436	OAS1/ISG15/OAS3/USP18/DHX58/HLA-B/PARP14/HLA-F/RNF125/TRIM38/IFI16/NLRC5/NMI/SPINK5	14
GO:0006775	fat-soluble vitamin metabolic process	7/672	45/18870	9.831434154254429e-4	0.013394976906441204	0.010541622204305382	LRAT/LIPA/RPE65/CYP26B1/TTPA/CYP26A1/CYP26C1	7
GO:0014823	response to activity	9/672	72/18870	0.0010025191589467333	0.013504188670798065	0.010627570031476479	NFATC1/PHOX2B/ITGA2/SOD2/FOS/AGT/EDN1/POSTN/TH	9
GO:0042445	hormone metabolic process	19/672	241/18870	0.0010600376925459542	0.014238641887163877	0.011205572396672218	LRAT/BMP2/TCF7L2/PDGFRA/GATA3/SLC16A10/CORIN/EGR1/RPE65/PCSK7/RDH10/CYP26B1/PCSK6/CYP26A1/DHRS3/HSD17B2/DAB2/DIO2/CYP26C1	19
GO:2000193	positive regulation of fatty acid transport	5/672	23/18870	0.0011133755502985908	0.014624587684170716	0.011509305266971474	TNFRSF11A/NTSR1/P2RX7/EDN1/ERFE	5
GO:0032970	regulation of actin filament-based process	26/672	379/18870	0.0011523067714146072	0.014959084061988632	0.011772548307127035	BST2/ESAM/ELN/AKAP9/BAIAP2L1/ROCK2/PDGFRA/PDGFRB/TACR1/CCDC88A/LMOD1/CD2AP/MET/CGNL1/ACTA2/KANK1/MYH9/DAAM2/TPM1/ALOX15/EPHA5/EDN1/BST1/DSP/FMN1/KANK4	26
GO:0010038	response to metal ion	25/672	359/18870	0.0011545707362249902	0.014959084061988632	0.011772548307127035	SUCNR1/PLSCR1/SLC39A8/TRPC3/KCNH1/KCNK3/SYT9/B2M/SOD2/SERPINF1/NPTX1/FOS/TFAP2A/NEUROD2/BNIP3/P2RX7/ALOX15/TESMIN/ABCC8/EDN1/PENK/HAAO/FOSB/MT3/TH	25
GO:0045785	positive regulation of cell adhesion	31/672	482/18870	0.0011690826725826947	0.015105945946007372	0.011888126147115218	GCNT1/ITGA2/GATA3/NDNF/CD55/FERMT1/MAP3K8/EGFL6/PIEZO1/SHB/B2M/ADAM19/RASGRP1/NFKBIZ/PRKCQ/CCN1/EMILIN2/EPB41L4B/FN1/TPM1/ALOX15/TGM2/EGR3/LEF1/TGFBR2/DAB2/CD4/CD74/COL8A1/FMN1/WNT3A	31
GO:0055057	neuroblast division	4/672	14/18870	0.0011993931583677844	0.015372276194174703	0.012097723586317133	FGFR2/ASPM/LEF1/WNT3A	4
GO:0051048	negative regulation of secretion	15/672	172/18870	0.0012806087221286025	0.016119075073484243	0.012685441781224525	RSAD2/RAB11FIP1/CNR1/ADTRP/HLA-F/PTGER3/DRD4/OPRK1/ADRA2A/OPRM1/ABCC8/EDN1/CCN3/CD74/VAMP8	15
GO:0042311	vasodilation	7/672	47/18870	0.0012813901951160976	0.016119075073484243	0.012685441781224525	DRD1/SOD2/ITGA1/NPPA/ADRA2A/GUCY1A1/CALCA	7
GO:0043576	regulation of respiratory gaseous exchange	5/672	24/18870	0.001365580844714707	0.016822116364296456	0.013238723487757793	SLC5A3/PHOX2B/NTSR1/TLX3/GRPR	5
GO:2000114	regulation of establishment of cell polarity	5/672	24/18870	0.001365580844714707	0.016822116364296456	0.013238723487757793	ROCK2/GATA3/KIF20B/KANK1/PLEKHG3	5
GO:0007631	feeding behavior	11/672	106/18870	0.00139319372942154	0.016986246624101083	0.013367891249915182	DRD1/TACR1/CNR1/FOS/MRAP2/OPRK1/CNTN2/DMBX1/TH/CALCA/HTR2C	11
GO:0032963	collagen metabolic process	11/672	106/18870	0.00139319372942154	0.016986246624101083	0.013367891249915182	DDR2/ITGA2/BMP4/MMP19/MMP14/P2RX7/MFAP4/COL5A1/COL1A1/FOSL2/FAP	11
GO:0060021	roof of mouth development	10/672	91/18870	0.0014698314280296653	0.01787480419509222	0.014067171158017124	PDGFRA/PRRX1/MSX1/COL2A1/TFAP2A/DHRS3/LEF1/TGFBR2/BNC2/WNT3A	10
GO:0048144	fibroblast proliferation	11/672	107/18870	0.0015040896328368508	0.018198336397300827	0.014321785575826983	MYC/PAWR/DDR2/PDGFRA/SOD2/AGT/SPHK1/FN1/WNT1/CD74/FOSL2	11
GO:0010721	negative regulation of cell development	21/672	287/18870	0.0015246955217710911	0.018400830472135882	0.014481145017088509	MYC/NOG/GATA2/KIAA0319/FBN1/BMP4/SHB/B2M/SEMA5B/TTPA/LHX2/SEMA3B/SEMA3C/DAAM2/ABCC8/TMEM176A/MT3/ERFE/CD74/WNT3A/DLX1	21
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	12/672	124/18870	0.0015823047020880575	0.018897975323693535	0.014872389678616529	RSAD2/GATA3/CD55/HLA-B/RIF1/ATAD5/HLA-F/B2M/NFKBIZ/PRKCQ/P2RX7/CD4	12
GO:0140747	regulation of ncRNA transcription	10/672	92/18870	0.0015976837182176237	0.018897975323693535	0.014872389678616529	MYC/KLF4/BMP2/GATA2/GATA3/MYOCD/EGR1/BMP4/FOS/SMAD6	10
GO:0010634	positive regulation of epithelial cell migration	15/672	176/18870	0.0016110513750723756	0.019008807167417235	0.014959612481082135	GATA2/ROCK2/ITGA2/GATA3/ANXA3/TACR1/HDAC9/MET/AGT/SPARC/EPB41L4B/CCBE1/EDN1/CTSH/TGFBR2	15
GO:0048332	mesoderm morphogenesis	9/672	77/18870	0.0016239135081831686	0.01911314042428457	0.01504172100466692	NOG/KLF4/FGFR2/ITGA2/SIX2/BMP4/EOMES/LEF1/WNT3A	9
GO:0045765	regulation of angiogenesis	24/672	349/18870	0.0016983391505224106	0.019793143776308978	0.015576872239698582	STAT1/SULF1/KLF4/GATA2/ROCK2/CXCL10/GPNMB/SP100/ANXA3/HSPG2/GREM1/SERPINF1/SPHK1/SPARC/EMILIN2/PPP1R16B/PLXND1/CCBE1/ABCC8/CTSH/TGFBR2/SPINK5/HSPB6/ANGPTL4	24
GO:0010975	regulation of neuron projection development	29/672	453/18870	0.00178088862033423	0.020553702402158407	0.01617541912439496	SKOR2/KLF4/DDR2/GOLGA4/GATA3/KIAA0319/NDNF/MACF1/CCDC88A/ROBO3/CNR1/NIN/PRRX1/COBL/B2M/MAP1B/KIF26A/SERPINF1/SEMA5B/KANK1/SEMA3B/CNTN2/SEMA3C/FN1/PLXND1/FUT9/MT3/DAB2/WNT3A	29
GO:0055074	calcium ion homeostasis	23/672	331/18870	0.0018374078786537094	0.021154659716703116	0.016648362453457213	DRD1/CALB2/TRPC3/CXCL10/GRM1/CNR1/NTSR1/SLC8A3/DRD4/BNIP3/P2RX7/CXCL11/GPR12/ATP2C2/ITPR2/EDN1/TGM2/CNGB1/CALCB/JPH2/CYBA/CALCA/HTR2C	23
GO:0046683	response to organophosphorus	12/672	127/18870	0.001940584478052203	0.022128247465559293	0.017414559685663467	STAT1/AKAP9/TRPC3/CFTR/HCN1/FOS/P2RX7/ITPR2/PENK/FOSB/COL1A1/THBD	12
GO:0033622	integrin activation	5/672	26/18870	0.001992756739650351	0.02240084703791352	0.017629090977869844	FERMT1/KIF14/PIEZO1/FN1/TLN1	5
GO:0035094	response to nicotine	7/672	51/18870	0.002086740983300177	0.023071080463179048	0.01815655344437468	TACR1/CNR1/B2M/CHRNB4/EDN1/PENK/TH	7
GO:1902075	cellular response to salt	16/672	199/18870	0.002091195726525798	0.023071080463179048	0.01815655344437468	KCNH1/ROCK2/EGR1/SYT9/B2M/NPTX1/FOS/NEUROD2/P2RX7/OPRM1/ALOX15/EDN1/RGS10/TGM2/FOSB/COL1A1	16
GO:1903706	regulation of hemopoiesis	27/672	417/18870	0.0021524720028409648	0.023637423495401357	0.0186022559136979	MYC/ISG15/STAT1/MITF/GATA2/GATA3/HLA-B/FBN1/BMP4/MEIS2/SHB/B2M/CYP26B1/RASGRP1/FOS/NFKBIZ/MMP14/EGR3/LEF1/TGFBR2/LOX/TMEM176A/ERFE/CD4/PPARGC1B/CD74/SPINK5	27
GO:0035296	regulation of tube diameter	13/672	146/18870	0.002188220451153891	0.023919513207440807	0.018824255786695904	DRD1/ROCK2/TACR1/FAAH/ACTA2/SOD2/ITGA1/AGT/NPPA/ADRA2A/GUCY1A1/EDN1/CALCA	13
GO:0048511	rhythmic process	21/672	296/18870	0.0022187528254795637	0.024142264725755893	0.018999557496278092	ROCK2/PDGFRA/TNFRSF11A/GPR157/EGR1/TEF/KCNA2/RORA/RPE65/SLIT3/SERPINF1/CIART/DRD4/OPRK1/ID3/PROKR1/EGR3/NPAS2/ID1/TH/PROK2	21
GO:0007601	visual perception	17/672	219/18870	0.002239475286464669	0.024312111842784253	0.019133224329204276	LRAT/SLITRK6/EYA4/COL18A1/RPE65/RDH10/SEMA5B/COL2A1/CDH3/TIMP3/HMCN1/DHRS3/CNGB1/COL1A1/TH/EPAS1/ABCA4	17
GO:0008344	adult locomotory behavior	9/672	81/18870	0.0023165672700998802	0.025006732016615428	0.01967987875788762	DRD1/SLITRK6/TBCE/GBX1/NTSR1/KLHL1/DRD4/CNTN2/DMBX1	9
GO:0050890	cognition	22/672	317/18870	0.0023191557978595317	0.025006732016615428	0.01967987875788762	RP9/NOG/DRD1/PDE1B/KCNK2/TACR1/CNR1/NTSR1/MEIS2/B2M/CHMP2B/SLC8A3/LMX1A/SERPINF1/NIPBL/FOS/NEUROD2/OPRK1/CNTN2/ABCC8/TH/GRPR	22
GO:2000377	regulation of reactive oxygen species metabolic process	13/672	147/18870	0.002324495384089173	0.025006732016615428	0.01967987875788762	SLC5A3/PDGFRB/SLC18A2/SOD2/PID1/AGT/TFAP2A/BNIP3/TGFBR2/BST1/CRYAB/MT3/CYBA	13
GO:0045332	phospholipid translocation	7/672	52/18870	0.0023386803631750396	0.02503941705104913	0.019705601331889904	ATP11A/PLSCR1/ATP11C/ATP10A/P2RX7/ABCA1/ABCA4	7
GO:0048588	developmental cell growth	18/672	239/18870	0.002350983214889569	0.02503941705104913	0.019705601331889904	PRICKLE1/GOLGA4/KIAA0319/MACF1/NIN/COBL/SLIT3/MAP1B/SEMA5B/LHX2/SEMA3B/SEMA3C/FN1/EDN1/POSTN/TGFBR2/MT3/WNT3A	18
GO:0042063	gliogenesis	23/672	338/18870	0.002398635563806683	0.02517773091810326	0.01981445202586908	NOG/DRD1/BMP2/SYNE2/PHOX2B/SOX6/GPR157/HAPLN1/NFIA/SLC8A3/EOMES/OLIG1/CSPG4/BNIP3/MMP14/OLIG2/CNTN2/DAAM2/ABCC8/PENK/HAPLN3/LEF1/DLX1	23
GO:0034612	response to tumor necrosis factor	19/672	259/18870	0.002429398412998944	0.025444470162577042	0.02002437133830569	GBP1/NFATC1/STAT1/CCDC3/GATA3/TNFRSF11A/RORA/PID1/FOS/SPHK1/GBP2/EDN1/ADAMTS12/MAP3K5/POSTN/COL1A1/KRT8/CALCA/GBP3	19
GO:0023061	signal release	30/672	484/18870	0.002436511884072121	0.025462887931347114	0.020038865813479217	SUCNR1/RAB11FIP1/TCF7L2/GATA3/TNFRSF11A/SLC16A10/CFTR/TACR1/SLC18A2/CNR1/KCNA2/SYT9/CADPS2/CHRNB4/TFAP2B/AGT/OPRK1/ADRA2A/P2RX7/SLC32A1/OPRM1/EPHA5/ABCC8/ABCA1/EDN1/TGM2/CCN3/DAB2/VAMP8/HTR2C	30
GO:0018958	phenol-containing compound metabolic process	11/672	114/18870	0.002499338017963469	0.026005147210976576	0.020465614773373563	DRD1/GATA3/SLC16A10/PDE1B/TYRP1/DRD4/PMEL/CDH3/TH/EPAS1/DIO2	11
GO:0046068	cGMP metabolic process	4/672	17/18870	0.002619218129351168	0.02678124693558076	0.021076392242180445	PDE1A/RORA/NPPA/GUCY1A1	4
GO:0072109	glomerular mesangium development	4/672	17/18870	0.002619218129351168	0.02678124693558076	0.021076392242180445	PDGFRB/EGR1/BMP4/ACTA2	4
GO:0010720	positive regulation of cell development	28/672	444/18870	0.002624618521972794	0.02678124693558076	0.021076392242180445	BMP2/GOLGA4/GATA3/MACF1/HAPLN1/NIN/BMP4/SHB/MAP1B/RASGRP1/SERPINF1/FOS/NFKBIZ/MMP14/OLIG2/FN1/OPRM1/PLXND1/ASPM/TGM2/EGR3/HAPLN3/LEF1/TGFBR2/CD4/PPARGC1B/CD74/WNT3A	28
GO:1903077	negative regulation of protein localization to plasma membrane	5/672	28/18870	0.0028076806349612636	0.028225203846175072	0.022212762117029692	GBP1/MRAP/PID1/MRAP2/DAB2	5
GO:0061041	regulation of wound healing	12/672	133/18870	0.00285708467646705	0.02860092134021226	0.022508445484410777	DDR2/PDGFRA/FERMT1/ADTRP/KANK1/EPPK1/ADRA2A/MYLK/EMILIN2/EDN1/THBD/FAP	12
GO:0001523	retinoid metabolic process	9/672	84/18870	0.0029758177925359717	0.029664598749493804	0.023345541768653603	LRAT/LIPA/RPE65/RDH10/CYP26B1/CYP26A1/DHRS3/ABCA4/CYP26C1	9
GO:2000573	positive regulation of DNA biosynthetic process	8/672	69/18870	0.0030595293765385526	0.03037173733912488	0.023902047980649502	MYC/PKIB/NFATC1/KLF4/PDGFRB/GREM1/PRKCQ/NOX4	8
GO:0034103	regulation of tissue remodeling	9/672	85/18870	0.003225714855545827	0.03133247832453618	0.02465813502545268	DDR2/ROCK2/GPNMB/TNFRSF11A/GREM1/P2RX7/TMEM119/CALCA/PPARGC1B	9
GO:0035455	response to interferon-alpha	4/672	18/18870	0.003273686737891913	0.03133247832453618	0.02465813502545268	BST2/EIF2AK2/TPR/GATA3	4
GO:0046851	negative regulation of bone remodeling	4/672	18/18870	0.003273686737891913	0.03133247832453618	0.02465813502545268	GREM1/P2RX7/TMEM119/CALCA	4
GO:0001959	regulation of cytokine-mediated signaling pathway	14/672	171/18870	0.0032834918580845925	0.03133247832453618	0.02465813502545268	OAS1/ISG15/CCDC3/OAS3/USP18/RBM47/PARP14/SLIT3/PARP9/SPHK1/TRIM56/EDN1/NLRC5/CD74	14
GO:0003416	endochondral bone growth	5/672	29/18870	0.0032946875209817223	0.03133247832453618	0.02465813502545268	DDR2/FGFR2/TGFBR2/BNC2/FOSL2	5
GO:0030217	T cell differentiation	21/672	307/18870	0.003413603219540854	0.032398569478875774	0.02549713088657997	RSAD2/LIPA/GATA3/EGR1/RORA/BMP4/SHB/B2M/CYP26B1/RASGRP1/EOMES/NFKBIZ/WNT1/EGR3/LEF1/TGFBR2/SOCS3/CD4/CD74/FOSL2/SPINK5	21
GO:0034614	cellular response to reactive oxygen species	13/672	154/18870	0.0034861641719178492	0.0328786028667466	0.025874909113129483	PAWR/DDR2/PDGFRA/MET/SOD2/FOS/BNIP3/SPHK1/TPM1/EDN1/MAP3K5/MT3/PPARGC1B	13
GO:0050817	coagulation	17/672	229/18870	0.003552578487070372	0.03325297383074728	0.026169532783951878	PLSCR1/ITGA2/PDGFRA/ADTRP/HS3ST5/DGKH/F5/MYH9/PRKCQ/ADRA2A/EMILIN2/EDN1/TLN1/THBD/MYL9/FAP/WNT3A	17
GO:0032535	regulation of cellular component size	24/672	370/18870	0.003611814250180019	0.03360895647672405	0.0264496851568441	ESAM/ELN/GOLGA4/BAIAP2L1/KIAA0319/MACF1/LMOD1/PPP1R15A/MAP1B/SEMA5B/KANK1/SEMA3B/P2RX7/CNTN2/SEMA3C/DAAM2/FN1/ALOX15/EDN1/NHERF1/MT3/FMN1/KANK4/WNT3A	24
GO:0071295	cellular response to vitamin	5/672	30/18870	0.0038396162004563582	0.03511033660224997	0.027631246138911644	BRIP1/FOLR1/PENK/POSTN/COL1A1	5
GO:0042100	B cell proliferation	10/672	104/18870	0.003958904211900546	0.03606906911548428	0.028385752549791716	PAWR/ATAD5/SHB/RASGRP1/NFKBIZ/LEF1/BST1/CD74/FOSL2/WNT3A	10
GO:0038066	p38MAPK cascade	7/672	57/18870	0.003967218327528555	0.03606906911548428	0.028385752549791716	BMP2/BMP4/OPRK1/SPHK1/GDF6/GADD45B/MAP3K5	7
GO:0060231	mesenchymal to epithelial transition	4/672	19/18870	0.004031220612984519	0.03630389017943445	0.028570552789393876	STAT1/GATA3/SIX2/GREM1	4
GO:0097254	renal tubular secretion	4/672	19/18870	0.004031220612984519	0.03630389017943445	0.028570552789393876	CORIN/AGT/EDN1/NHERF1	4
GO:0050920	regulation of chemotaxis	17/672	232/18870	0.004052264813014414	0.03642442190148117	0.028665409233441935	SUCNR1/CXCL10/ITGA2/PDGFRA/PDGFRB/ROBO3/MET/GREM1/SEMA5B/SEMA3B/CMKLR1/SEMA3C/EDN1/CCN3/BST1/CD74/WNT3A	17
GO:0010586	miRNA metabolic process	10/672	105/18870	0.004239937020787724	0.03775449538173339	0.029712154758329116	MYC/KLF4/BMP2/GATA2/GATA3/MYOCD/EGR1/BMP4/FOS/SMAD6	10
GO:0006509	membrane protein ectodomain proteolysis	6/672	44/18870	0.004446802113619309	0.03832345779790996	0.030159918638899753	ADAM19/MYH9/PRKCQ/ADRA2A/P2RX7/TIMP3	6
GO:0008300	isoprenoid catabolic process	3/672	10/18870	0.004473084979566777	0.03832345779790996	0.030159918638899753	CYP26B1/CYP26A1/CYP26C1	3
GO:0048023	positive regulation of melanin biosynthetic process	3/672	10/18870	0.004473084979566777	0.03832345779790996	0.030159918638899753	TYRP1/PMEL/CDH3	3
GO:0090161	Golgi ribbon formation	3/672	10/18870	0.004473084979566777	0.03832345779790996	0.030159918638899753	TRIP11/GCC2/FHDC1	3
GO:1900378	positive regulation of secondary metabolite biosynthetic process	3/672	10/18870	0.004473084979566777	0.03832345779790996	0.030159918638899753	TYRP1/PMEL/CDH3	3
GO:1903365	regulation of fear response	3/672	10/18870	0.004473084979566777	0.03832345779790996	0.030159918638899753	NPAS2/PENK/GRPR	3
GO:2000425	regulation of apoptotic cell clearance	3/672	10/18870	0.004473084979566777	0.03832345779790996	0.030159918638899753	C4B/C4A/TGM2	3
GO:2000563	positive regulation of CD4-positive, alpha-beta T cell proliferation	3/672	10/18870	0.004473084979566777	0.03832345779790996	0.030159918638899753	CD55/PRKCQ/TGFBR2	3
