ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0097009	energy homeostasis	7/162	78/18870	4.78182448550891e-6	0.008717266037082744	0.008451245590704697	BMP8A/IRX3/GDF15/PCSK1N/MLXIPL/VGF/TRPV4	7
GO:0002021	response to dietary excess	5/162	35/18870	1.1556107333623139e-5	0.010533391834597491	0.010211949585870133	BMP8A/GDF15/PCSK1N/VGF/TRPV4	5
