SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
161795,9606.ENSP00000267584 (pp) 9606.ENSP00000348314,pp,9606.ENSP00000267584 (pp) 9606.ENSP00000348314,False,pp,0.603,,0.0,0.0,0.0,0.125,0.102,0.0,0.536
162305,9606.ENSP00000379140 (pp) 9606.ENSP00000422591,pp,9606.ENSP00000379140 (pp) 9606.ENSP00000422591,False,pp,0.733,,0.0,0.0,0.0,0.152,0.0,0.5,0.42
162311,9606.ENSP00000384092 (pp) 9606.ENSP00000391826,pp,9606.ENSP00000384092 (pp) 9606.ENSP00000391826,False,pp,0.523,,0.0,0.0,0.0,0.0,0.0,0.0,0.523
162308,9606.ENSP00000379140 (pp) 9606.ENSP00000398632,pp,9606.ENSP00000379140 (pp) 9606.ENSP00000398632,False,pp,0.961,,0.0,0.0,0.0,0.0,0.0,0.0,0.961
162314,9606.ENSP00000384092 (pp) 9606.ENSP00000482232,pp,9606.ENSP00000384092 (pp) 9606.ENSP00000482232,False,pp,0.849,,0.0,0.0,0.0,0.595,0.0,0.4,0.43
161288,9606.ENSP00000207457 (pp) 9606.ENSP00000231749,pp,9606.ENSP00000207457 (pp) 9606.ENSP00000231749,False,pp,0.611,,0.0,0.0,0.0,0.461,0.0,0.0,0.308
161801,9606.ENSP00000267584 (pp) 9606.ENSP00000378743,pp,9606.ENSP00000267584 (pp) 9606.ENSP00000378743,False,pp,0.663,,0.0,0.0,0.0,0.0,0.0,0.0,0.663
161294,9606.ENSP00000216286 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000216286 (pp) 9606.ENSP00000346839,False,pp,0.715,,0.0,0.0,0.0,0.197,0.0,0.0,0.66
162317,9606.ENSP00000391826 (pp) 9606.ENSP00000437621,pp,9606.ENSP00000391826 (pp) 9606.ENSP00000437621,False,pp,0.518,,0.0,0.0,0.0,0.064,0.0,0.0,0.507
161810,9606.ENSP00000272224 (pp) 9606.ENSP00000340226,pp,9606.ENSP00000272224 (pp) 9606.ENSP00000340226,False,pp,0.501,,0.0,0.0,0.0,0.0,0.071,0.0,0.485
162320,9606.ENSP00000391826 (pp) 9606.ENSP00000495360,pp,9606.ENSP00000391826 (pp) 9606.ENSP00000495360,False,pp,0.599,,0.0,0.0,0.0,0.0,0.0,0.0,0.599
162326,9606.ENSP00000391826 (pp) 9606.ENSP00000415579,pp,9606.ENSP00000391826 (pp) 9606.ENSP00000415579,False,pp,0.664,,0.0,0.0,0.0,0.058,0.0,0.0,0.658
161303,9606.ENSP00000217939 (pp) 9606.ENSP00000240328,pp,9606.ENSP00000217939 (pp) 9606.ENSP00000240328,False,pp,0.601,,0.0,0.0,0.0,0.137,0.042,0.0,0.556
161819,9606.ENSP00000276659 (pp) 9606.ENSP00000311697,pp,9606.ENSP00000276659 (pp) 9606.ENSP00000311697,False,pp,0.715,,0.0,0.0,0.0,0.07,0.0,0.0,0.706
161816,9606.ENSP00000276659 (pp) 9606.ENSP00000495360,pp,9606.ENSP00000276659 (pp) 9606.ENSP00000495360,False,pp,0.615,,0.0,0.0,0.0,0.074,0.051,0.0,0.597
162329,9606.ENSP00000391826 (pp) 9606.ENSP00000410294,pp,9606.ENSP00000391826 (pp) 9606.ENSP00000410294,False,pp,0.763,,0.0,0.0,0.0,0.0,0.0,0.65,0.351
161822,9606.ENSP00000282701 (pp) 9606.ENSP00000368104,pp,9606.ENSP00000282701 (pp) 9606.ENSP00000368104,False,pp,0.505,,0.0,0.0,0.0,0.0,0.0,0.0,0.505
162332,9606.ENSP00000392423 (pp) 9606.ENSP00000422591,pp,9606.ENSP00000392423 (pp) 9606.ENSP00000422591,False,pp,0.582,,0.0,0.0,0.0,0.08,0.0,0.0,0.564
162338,9606.ENSP00000392495 (pp) 9606.ENSP00000420127,pp,9606.ENSP00000392495 (pp) 9606.ENSP00000420127,False,pp,0.63,,0.0,0.0,0.0,0.196,0.0,0.0,0.558
161312,9606.ENSP00000220772 (pp) 9606.ENSP00000297261,pp,9606.ENSP00000220772 (pp) 9606.ENSP00000297261,False,pp,0.577,,0.0,0.0,0.0,0.055,0.098,0.0,0.544
161825,9606.ENSP00000282701 (pp) 9606.ENSP00000321797,pp,9606.ENSP00000282701 (pp) 9606.ENSP00000321797,False,pp,0.521,,0.0,0.0,0.0,0.051,0.0,0.0,0.516
161318,9606.ENSP00000220772 (pp) 9606.ENSP00000302111,pp,9606.ENSP00000220772 (pp) 9606.ENSP00000302111,False,pp,0.678,,0.0,0.0,0.0,0.0,0.0,0.0,0.678
161831,9606.ENSP00000282701 (pp) 9606.ENSP00000372170,pp,9606.ENSP00000282701 (pp) 9606.ENSP00000372170,False,pp,0.561,,0.0,0.0,0.0,0.0,0.0,0.0,0.561
161828,9606.ENSP00000282701 (pp) 9606.ENSP00000311697,pp,9606.ENSP00000282701 (pp) 9606.ENSP00000311697,False,pp,0.543,,0.0,0.0,0.0,0.053,0.0,0.0,0.537
162347,9606.ENSP00000398632 (pp) 9606.ENSP00000449404,pp,9606.ENSP00000398632 (pp) 9606.ENSP00000449404,False,pp,0.559,,0.0,0.0,0.0,0.0,0.0,0.0,0.559
162344,9606.ENSP00000398632 (pp) 9606.ENSP00000480322,pp,9606.ENSP00000398632 (pp) 9606.ENSP00000480322,False,pp,0.517,,0.0,0.0,0.0,0.074,0.0,0.0,0.5
162350,9606.ENSP00000398632 (pp) 9606.ENSP00000418525,pp,9606.ENSP00000398632 (pp) 9606.ENSP00000418525,False,pp,0.598,,0.0,0.0,0.0,0.0,0.0,0.0,0.598
161327,9606.ENSP00000222390 (pp) 9606.ENSP00000391826,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000391826,False,pp,0.522,,0.0,0.0,0.0,0.058,0.0,0.0,0.513
161324,9606.ENSP00000220772 (pp) 9606.ENSP00000495360,pp,9606.ENSP00000220772 (pp) 9606.ENSP00000495360,False,pp,0.874,,0.0,0.0,0.0,0.042,0.065,0.0,0.871
161843,9606.ENSP00000297261 (pp) 9606.ENSP00000379140,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000379140,False,pp,0.516,,0.0,0.0,0.0,0.0,0.0,0.0,0.516
161840,9606.ENSP00000293441 (pp) 9606.ENSP00000340914,pp,9606.ENSP00000293441 (pp) 9606.ENSP00000340914,False,pp,0.552,,0.0,0.0,0.0,0.133,0.045,0.0,0.503
162353,9606.ENSP00000398632 (pp) 9606.ENSP00000416330,pp,9606.ENSP00000398632 (pp) 9606.ENSP00000416330,False,pp,0.641,,0.0,0.0,0.0,0.153,0.0,0.0,0.594
162359,9606.ENSP00000398632 (pp) 9606.ENSP00000410294,pp,9606.ENSP00000398632 (pp) 9606.ENSP00000410294,False,pp,0.709,,0.0,0.0,0.0,0.054,0.23,0.0,0.632
162356,9606.ENSP00000398632 (pp) 9606.ENSP00000437621,pp,9606.ENSP00000398632 (pp) 9606.ENSP00000437621,False,pp,0.657,,0.0,0.0,0.0,0.043,0.095,0.0,0.636
161333,9606.ENSP00000222390 (pp) 9606.ENSP00000384092,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000384092,False,pp,0.527,,0.0,0.0,0.0,0.0,0.0,0.4,0.245
162362,9606.ENSP00000398632 (pp) 9606.ENSP00000495360,pp,9606.ENSP00000398632 (pp) 9606.ENSP00000495360,False,pp,0.846,,0.0,0.0,0.0,0.058,0.0,0.0,0.843
161336,9606.ENSP00000222390 (pp) 9606.ENSP00000266085,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000266085,False,pp,0.549,,0.0,0.0,0.0,0.062,0.0,0.0,0.538
161849,9606.ENSP00000297261 (pp) 9606.ENSP00000374205,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000374205,False,pp,0.531,,0.0,0.0,0.0,0.0,0.071,0.0,0.516
161342,9606.ENSP00000222390 (pp) 9606.ENSP00000370473,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000370473,False,pp,0.608,,0.0,0.0,0.0,0.059,0.0,0.0,0.601
161855,9606.ENSP00000297261 (pp) 9606.ENSP00000344479,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000344479,False,pp,0.586,,0.0,0.0,0.0,0.0,0.0,0.0,0.586
161858,9606.ENSP00000297261 (pp) 9606.ENSP00000302111,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000302111,False,pp,0.609,,0.0,0.0,0.0,0.0,0.0,0.0,0.609
162371,9606.ENSP00000399485 (pp) 9606.ENSP00000477648,pp,9606.ENSP00000399485 (pp) 9606.ENSP00000477648,False,pp,0.807,,0.0,0.0,0.0,0.049,0.0,0.0,0.805
161345,9606.ENSP00000222390 (pp) 9606.ENSP00000297261,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000297261,False,pp,0.642,,0.0,0.0,0.0,0.0,0.0,0.0,0.642
161351,9606.ENSP00000222390 (pp) 9606.ENSP00000495360,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000495360,False,pp,0.658,,0.0,0.0,0.0,0.0,0.0,0.0,0.658
161348,9606.ENSP00000222390 (pp) 9606.ENSP00000355896,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000355896,False,pp,0.647,,0.0,0.0,0.0,0.0,0.0,0.0,0.647
161354,9606.ENSP00000222390 (pp) 9606.ENSP00000226218,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000226218,False,pp,0.687,,0.0,0.0,0.0,0.105,0.0,0.0,0.665
161867,9606.ENSP00000297261 (pp) 9606.ENSP00000340226,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000340226,False,pp,0.687,,0.0,0.0,0.0,0.0,0.071,0.0,0.677
161864,9606.ENSP00000297261 (pp) 9606.ENSP00000498217,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000498217,False,pp,0.668,,0.0,0.0,0.0,0.083,0.071,0.0,0.642
162377,9606.ENSP00000403644 (pp) 9606.ENSP00000493302,pp,9606.ENSP00000403644 (pp) 9606.ENSP00000493302,False,pp,0.895,,0.0,0.0,0.0,0.0,0.0,0.0,0.895
161870,9606.ENSP00000297261 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000346839,False,pp,0.716,,0.0,0.0,0.0,0.0,0.0,0.0,0.716
162383,9606.ENSP00000410294 (pp) 9606.ENSP00000495360,pp,9606.ENSP00000410294 (pp) 9606.ENSP00000495360,False,pp,0.636,,0.0,0.0,0.0,0.057,0.0,0.0,0.629
162380,9606.ENSP00000410294 (pp) 9606.ENSP00000456609,pp,9606.ENSP00000410294 (pp) 9606.ENSP00000456609,False,pp,0.536,,0.0,0.0,0.0,0.063,0.0,0.0,0.525
161357,9606.ENSP00000222390 (pp) 9606.ENSP00000379140,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000379140,False,pp,0.751,,0.0,0.0,0.0,0.072,0.0,0.0,0.743
162386,9606.ENSP00000418525 (pp) 9606.ENSP00000495360,pp,9606.ENSP00000418525 (pp) 9606.ENSP00000495360,False,pp,0.514,,0.0,0.0,0.0,0.101,0.0,0.0,0.482
161363,9606.ENSP00000222390 (pp) 9606.ENSP00000311697,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000311697,False,pp,0.876,,0.0,0.0,0.0,0.05,0.0,0.0,0.874
161360,9606.ENSP00000222390 (pp) 9606.ENSP00000321797,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000321797,False,pp,0.866,,0.0,0.0,0.0,0.0,0.0,0.0,0.866
161873,9606.ENSP00000297261 (pp) 9606.ENSP00000410294,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000410294,False,pp,0.717,,0.0,0.0,0.0,0.055,0.063,0.0,0.706
161366,9606.ENSP00000222390 (pp) 9606.ENSP00000264664,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000264664,False,pp,0.887,,0.0,0.0,0.0,0.056,0.0,0.0,0.885
161876,9606.ENSP00000297261 (pp) 9606.ENSP00000398632,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000398632,False,pp,0.725,,0.0,0.0,0.0,0.0,0.0,0.0,0.725
162389,9606.ENSP00000418525 (pp) 9606.ENSP00000449404,pp,9606.ENSP00000418525 (pp) 9606.ENSP00000449404,False,pp,0.543,,0.0,0.0,0.0,0.0,0.0,0.0,0.543
161882,9606.ENSP00000297261 (pp) 9606.ENSP00000347684,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000347684,False,pp,0.767,,0.0,0.0,0.0,0.056,0.071,0.0,0.756
162395,9606.ENSP00000437621 (pp) 9606.ENSP00000495360,pp,9606.ENSP00000437621 (pp) 9606.ENSP00000495360,False,pp,0.742,,0.0,0.0,0.0,0.0,0.08,0.0,0.731
162392,9606.ENSP00000418525 (pp) 9606.ENSP00000480322,pp,9606.ENSP00000418525 (pp) 9606.ENSP00000480322,False,pp,0.72,,0.0,0.0,0.0,0.0,0.0,0.0,0.72
162398,9606.ENSP00000449404 (pp) 9606.ENSP00000495360,pp,9606.ENSP00000449404 (pp) 9606.ENSP00000495360,False,pp,0.544,,0.0,0.0,0.0,0.088,0.0,0.0,0.521
161375,9606.ENSP00000222390 (pp) 9606.ENSP00000398632,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000398632,False,pp,0.964,,0.0,0.0,0.0,0.07,0.363,0.0,0.945
161372,9606.ENSP00000222390 (pp) 9606.ENSP00000410294,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000410294,False,pp,0.906,,0.0,0.0,0.0,0.0,0.0,0.65,0.743
161885,9606.ENSP00000297261 (pp) 9606.ENSP00000495061,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000495061,False,pp,0.779,,0.0,0.0,0.0,0.042,0.0,0.0,0.779
161378,9606.ENSP00000222390 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000222390 (pp) 9606.ENSP00000346839,False,pp,0.967,,0.0,0.0,0.0,0.055,0.394,0.0,0.947
161891,9606.ENSP00000297261 (pp) 9606.ENSP00000311697,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000311697,False,pp,0.799,,0.0,0.0,0.0,0.0,0.0,0.0,0.799
161888,9606.ENSP00000297261 (pp) 9606.ENSP00000372170,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000372170,False,pp,0.783,,0.0,0.0,0.0,0.074,0.0,0.0,0.776
161894,9606.ENSP00000297261 (pp) 9606.ENSP00000368104,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000368104,False,pp,0.832,,0.0,0.0,0.0,0.0,0.106,0.0,0.82
162407,9606.ENSP00000456609 (pp) 9606.ENSP00000482841,pp,9606.ENSP00000456609 (pp) 9606.ENSP00000482841,False,pp,0.619,,0.0,0.0,0.0,0.062,0.0,0.0,0.61
162404,9606.ENSP00000449404 (pp) 9606.ENSP00000484472,pp,9606.ENSP00000449404 (pp) 9606.ENSP00000484472,False,pp,0.586,,0.0,0.0,0.0,0.133,0.127,0.0,0.497
162410,9606.ENSP00000456609 (pp) 9606.ENSP00000480439,pp,9606.ENSP00000456609 (pp) 9606.ENSP00000480439,False,pp,0.624,,0.0,0.0,0.0,0.054,0.099,0.098,0.569
161387,9606.ENSP00000225823 (pp) 9606.ENSP00000350786,pp,9606.ENSP00000225823 (pp) 9606.ENSP00000350786,False,pp,0.706,,0.0,0.0,0.0,0.064,0.0,0.0,0.699
161897,9606.ENSP00000297261 (pp) 9606.ENSP00000495360,pp,9606.ENSP00000297261 (pp) 9606.ENSP00000495360,False,pp,0.87,,0.0,0.0,0.0,0.0,0.0,0.0,0.87
